Randomizer Version: 4.6.1-HAL
Random Seed: 99248410065537
Settings String: 322AAgEAQH8AP8AAgEEAAEeRAABFAAAFABABAABAAAAAAAAAAAAMgQyAQAICTIGBAAyAAIAC0VtZXJhbGQgKFUpPZRG/+PDOIo=

--Randomized Evolutions--
BULBASAUR       -> IVYSAUR        
173|CLEFFA       |NORMAL           |  50|  25|  28|  45|  55|  15|CUTE CHARM  |-------     |BASE|LEPPA BERRY (common), MOON STONE (rare)
174|IGGLYBUFF    |NORMAL           |  90|  30|  15|  40|  20|  15|CUTE CHARM  |-------     |BASE|
175|TOGEPI       |NORMAL           |  35|  20|  65|  40|  65|  20|HUSTLE      |SERENE GRACE|BASE|
176|TOGETIC      |NORMAL/FLYING    |  55|  40|  85|  80| 105|  40|HUSTLE      |SERENE GRACE|FULL|
177|NATU         |PSYCHIC/FLYING   |  40|  50|  45|  70|  45|  70|SYNCHRONIZE |EARLY BIRD  |BASE|
178|XATU         |PSYCHIC/FLYING   |  65|  75|  70|  95|  70|  95|SYNCHRONIZE |EARLY BIRD  |FULL|
179|MAREEP       |ELECTRIC         |  55|  40|  40|  65|  45|  35|STATIC      |-------     |BASE|
180|FLAAFFY      |ELECTRIC         |  70|  55|  55|  80|  60|  45|STATIC      |-------     |MID |
181|AMPHAROS     |ELECTRIC         |  90|  75|  75| 115|  90|  55|STATIC      |-------     |FULL|
182|BELLOSSOM    |GRASS            |  75|  80|  85|  90| 100|  50|CHLOROPHYLL |-------     |FULL|
183|MARILL       |WATER            |  70|  20|  50|  20|  50|  40|THICK FAT   |HUGE POWER  |MID |
184|AZUMARILL    |WATER            | 100|  50|  80|  50|  80|  50|THICK FAT   |HUGE POWER  |FULL|
185|SUDOWOODO    |ROCK             |  70| 100| 115|  30|  65|  30|STURDY      |ROCK HEAD   |FULL|
186|POLITOED     |WATER            |  90|  75|  75|  90| 100|  70|WATER ABSORB|DAMP        |FULL|KING’S ROCK (rare)
187|HOPPIP       |GRASS/FLYING     |  35|  35|  40|  35|  55|  50|CHLOROPHYLL |-------     |BASE|
188|SKIPLOOM     |GRASS/FLYING     |  55|  45|  50|  45|  65|  80|CHLOROPHYLL |-------     |MID |
189|JUMPLUFF     |GRASS/FLYING     |  75|  55|  70|  55|  85| 110|CHLOROPHYLL |-------     |FULL|
190|AIPOM        |NORMAL           |  55|  70|  55|  40|  55|  85|RUN AWAY    |PICKUP      |FULL|
191|SUNKERN      |GRASS            |  30|  30|  30|  30|  30|  30|CHLOROPHYLL |-------     |BASE|
192|SUNFLORA     |GRASS            |  75|  75|  55| 105|  85|  30|CHLOROPHYLL |-------     |FULL|
193|YANMA        |BUG/FLYING       |  65|  65|  45|  75|  45|  95|SPEED BOOST |COMPOUNDEYES|FULL|
194|WOOPER       |WATER/GROUND     |  55|  45|  45|  25|  25|  15|DAMP        |WATER ABSORB|BASE|
195|QUAGSIRE     |WATER/GROUND     |  95|  85|  85|  65|  65|  35|DAMP        |WATER ABSORB|FULL|
196|ESPEON       |PSYCHIC          |  65|  65|  60| 130|  95| 110|SYNCHRONIZE |-------     |FULL|
197|UMBREON      |DARK             |  95|  65| 110|  60| 130|  65|SYNCHRONIZE |-------     |FULL|
198|MURKROW      |DARK/FLYING      |  60|  85|  42|  85|  42|  91|INSOMNIA    |-------     |FULL|
199|SLOWKING     |WATER/PSYCHIC    |  95|  75|  80| 100| 110|  30|OBLIVIOUS   |OWN TEMPO   |FULL|KING’S ROCK (rare)
200|MISDREAVUS   |GHOST            |  60|  60|  60|  85|  85|  85|LEVITATE    |-------     |FULL|SPELL TAG (rare)
201|UNOWN        |PSYCHIC          |  48|  72|  48|  72|  48|  48|LEVITATE    |-------     |FULL|
202|WOBBUFFET    |PSYCHIC          | 190|  33|  58|  33|  58|  33|SHADOW TAG  |-------     |FULL|
203|GIRAFARIG    |NORMAL/PSYCHIC   |  70|  80|  65|  90|  65|  85|INNER FOCUS |EARLY BIRD  |FULL|PERSIM BERRY (rare)
204|PINECO       |BUG              |  50|  65|  90|  35|  35|  15|STURDY      |-------     |BASE|
205|FORRETRESS   |BUG/STEEL        |  75|  90| 140|  60|  60|  40|STURDY      |-------     |FULL|
206|DUNSPARCE    |NORMAL           | 100|  70|  70|  65|  65|  45|SERENE GRACE|RUN AWAY    |FULL|
207|GLIGAR       |GROUND/FLYING    |  65|  75| 105|  35|  65|  85|HYPER CUTTER|SAND VEIL   |FULL|
208|STEELIX      |STEEL/GROUND     |  75|  85| 200|  55|  65|  30|ROCK HEAD   |STURDY      |FULL|METAL COAT (rare)
209|SNUBBULL     |NORMAL           |  60|  80|  50|  40|  40|  30|INTIMIDATE  |RUN AWAY    |BASE|
210|GRANBULL     |NORMAL           |  90| 120|  75|  60|  60|  45|INTIMIDATE  |--          |FULL|
211|QWILFISH     |WATER/POISON     |  65|  95|  75|  55|  55|  85|POISON POINT|SWIFT SWIM  |FULL|
212|SCIZOR       |BUG/STEEL        |  70| 130| 100|  55|  80|  65|SWARM       |-------     |FULL|
213|SHUCKLE      |BUG/ROCK         |  20|  10| 230|  10| 230|   5|STURDY      |-------     |FULL|ORAN BERRY (100%)
214|HERACROSS    |BUG/FIGHTING     |  80| 125|  75|  40|  95|  85|SWARM       |GUTS        |FULL|
215|SNEASEL      |DARK/ICE         |  55|  95|  55|  35|  75| 115|INNER FOCUS |KEEN EYE    |FULL|QUICK CLAW (rare)
216|TEDDIURSA    |NORMAL           |  60|  80|  50|  50|  50|  40|PICKUP      |-------     |BASE|
217|URSARING     |NORMAL           |  90| 130|  75|  75|  75|  55|GUTS        |-------     |FULL|
218|SLUGMA       |FIRE             |  40|  40|  40|  70|  40|  20|MAGMA ARMOR |FLAME BODY  |BASE|
219|MAGCARGO     |FIRE/ROCK        |  50|  50| 120|  80|  80|  30|MAGMA ARMOR |FLAME BODY  |FULL|
220|SWINUB       |ICE/GROUND       |  50|  50|  40|  30|  30|  50|OBLIVIOUS   |-------     |BASE|
221|PILOSWINE    |ICE/GROUND       | 100| 100|  80|  60|  60|  50|OBLIVIOUS   |-------     |FULL|
222|CORSOLA      |WATER/ROCK       |  55|  55|  85|  65|  85|  35|HUSTLE      |NATURAL CURE|FULL|RED SHARD (rare)
223|REMORAID     |WATER            |  35|  65|  35|  65|  35|  65|HUSTLE      |-------     |BASE|
224|OCTILLERY    |WATER            |  75| 105|  75| 105|  75|  45|SUCTION CUPS|-------     |FULL|
225|DELIBIRD     |ICE/FLYING       |  45|  55|  45|  65|  45|  75|VITAL SPIRIT|HUSTLE      |FULL|
226|MANTINE      |WATER/FLYING     |  65|  40|  70|  80| 140|  70|SWIFT SWIM  |WATER ABSORB|FULL|
227|SKARMORY     |STEEL/FLYING     |  65|  80| 140|  40|  70|  70|KEEN EYE    |STURDY      |FULL|
228|HOUNDOUR     |DARK/FIRE        |  45|  60|  30|  80|  50|  65|EARLY BIRD  |FLASH FIRE  |BASE|
229|HOUNDOOM     |DARK/FIRE        |  75|  90|  50| 110|  80|  95|EARLY BIRD  |FLASH FIRE  |FULL|
230|KINGDRA      |WATER/DRAGON     |  75|  95|  95|  95|  95|  85|SWIFT SWIM  |-------     |FULL|DRAGON SCALE (rare)
231|PHANPY       |GROUND           |  90|  60|  60|  40|  40|  40|PICKUP      |-------     |BASE|
232|DONPHAN      |GROUND           |  90| 120| 120|  60|  60|  50|STURDY      |-------     |FULL|
233|PORYGON2     |NORMAL           |  85|  80|  90| 105|  95|  60|TRACE       |-------     |FULL|
234|STANTLER     |NORMAL           |  73|  95|  62|  85|  65|  85|INTIMIDATE  |-------     |FULL|
235|SMEARGLE     |NORMAL           |  55|  20|  35|  20|  45|  75|OWN TEMPO   |-------     |FULL|
236|TYROGUE      |FIGHTING         |  35|  35|  35|  35|  35|  35|GUTS        |-------     |BASE|
237|HITMONTOP    |FIGHTING         |  50|  95|  95|  35| 110|  70|INTIMIDATE  |-------     |FULL|
238|SMOOCHUM     |ICE/PSYCHIC      |  45|  30|  15|  85|  65|  65|OBLIVIOUS   |-------     |BASE|ASPEAR BERRY (100%)
239|ELEKID       |ELECTRIC         |  45|  63|  37|  65|  55|  95|STATIC      |-------     |BASE|
240|MAGBY        |FIRE             |  45|  75|  37|  70|  55|  83|FLAME BODY  |-------     |BASE|RAWST BERRY (100%)
241|MILTANK      |NORMAL           |  95|  80| 105|  40|  70| 100|THICK FAT   |-------     |FULL|MOOMOO MILK (100%)
242|BLISSEY      |NORMAL           | 255|  10|  10|  75| 135|  55|NATURAL CURE|SERENE GRACE|FULL|LUCKY EGG (rare)
243|RAIKOU       |ELECTRIC         |  90|  85|  75| 115| 100| 115|PRESSURE    |-------     |FULL|
244|ENTEI        |FIRE             | 115| 115|  85|  90|  75| 100|PRESSURE    |-------     |FULL|
245|SUICUNE      |WATER            | 100|  75| 115|  90| 115|  85|PRESSURE    |-------     |FULL|
246|LARVITAR     |ROCK/GROUND      |  50|  64|  50|  45|  50|  41|GUTS        |-------     |BASE|
247|PUPITAR      |ROCK/GROUND      |  70|  84|  70|  65|  70|  51|SHED SKIN   |-------     |MID |
248|TYRANITAR    |ROCK/DARK        | 100| 134| 110|  95| 100|  61|SAND STREAM |-------     |FULL|
249|LUGIA        |PSYCHIC/FLYING   | 106|  90| 130|  90| 154| 110|PRESSURE    |-------     |FULL|
250|HO-OH        |FIRE/FLYING      | 106| 130|  90| 110| 154|  90|PRESSURE    |-------     |FULL|SACRED ASH (100%)
251|CELEBI       |PSYCHIC/GRASS    | 100| 100| 100| 100| 100| 100|NATURAL CURE|-------     |FULL|LUM BERRY (100%)
252|TREECKO      |GRASS            |  40|  45|  35|  65|  55|  70|OVERGROW    |-------     |BASE|
253|GROVYLE      |GRASS            |  50|  65|  45|  85|  65|  95|OVERGROW    |-------     |MID |
254|SCEPTILE     |GRASS            |  70|  85|  65| 105|  85| 120|OVERGROW    |-------     |FULL|
255|TORCHIC      |FIRE             |  45|  60|  40|  70|  50|  45|BLAZE       |-------     |BASE|
256|COMBUSKEN    |FIRE/FIGHTING    |  60|  85|  60|  85|  60|  55|BLAZE       |-------     |MID |
257|BLAZIKEN     |FIRE/FIGHTING    |  80| 120|  70| 110|  70|  80|BLAZE       |-------     |FULL|
258|MUDKIP       |WATER            |  50|  70|  50|  50|  50|  40|TORRENT     |-------     |BASE|
259|MARSHTOMP    |WATER/GROUND     |  70|  85|  70|  60|  70|  50|TORRENT     |-------     |MID |
260|SWAMPERT     |WATER/GROUND     | 100| 110|  90|  85|  90|  60|TORRENT     |-------     |FULL|
261|POOCHYENA    |DARK             |  35|  55|  35|  30|  30|  35|RUN AWAY    |-------     |BASE|PECHA BERRY (rare)
262|MIGHTYENA    |DARK             |  70|  90|  70|  60|  60|  70|INTIMIDATE  |-------     |FULL|PECHA BERRY (rare)
263|ZIGZAGOON    |NORMAL           |  38|  30|  41|  30|  41|  60|PICKUP      |-------     |BASE|ORAN BERRY (rare)
264|LINOONE      |NORMAL           |  78|  70|  61|  50|  61| 100|PICKUP      |-------     |FULL|ORAN BERRY (common), SITRUS BERRY (rare)
265|WURMPLE      |BUG              |  45|  45|  35|  20|  30|  20|SHIELD DUST |-------     |BASE|
266|SILCOON      |BUG              |  50|  35|  55|  25|  25|  15|SHED SKIN   |-------     |MID |
267|BEAUTIFLY    |BUG/FLYING       |  60|  70|  50|  90|  50|  65|SWARM       |-------     |FULL|SILVERPOWDER (rare)
268|CASCOON      |BUG              |  50|  35|  55|  25|  25|  15|SHED SKIN   |-------     |MID |
269|DUSTOX       |BUG/POISON       |  60|  50|  70|  50|  90|  65|SHIELD DUST |-------     |FULL|SILVERPOWDER (rare)
270|LOTAD        |WATER/GRASS      |  40|  30|  30|  40|  50|  30|SWIFT SWIM  |RAIN DISH   |BASE|
271|LOMBRE       |WATER/GRASS      |  60|  50|  50|  60|  70|  50|SWIFT SWIM  |RAIN DISH   |MID |
272|LUDICOLO     |WATER/GRASS      |  80|  70|  70|  90| 100|  70|SWIFT SWIM  |RAIN DISH   |FULL|
273|SEEDOT       |GRASS            |  40|  40|  50|  30|  30|  30|CHLOROPHYLL |EARLY BIRD  |BASE|
274|NUZLEAF      |GRASS/DARK       |  70|  70|  40|  60|  40|  60|CHLOROPHYLL |EARLY BIRD  |MID |
275|SHIFTRY      |GRASS/DARK       |  90| 100|  60|  90|  60|  80|CHLOROPHYLL |EARLY BIRD  |FULL|
276|TAILLOW      |NORMAL/FLYING    |  40|  55|  30|  30|  30|  85|GUTS        |-------     |BASE|
277|SWELLOW      |NORMAL/FLYING    |  60|  85|  60|  50|  50| 125|GUTS        |-------     |FULL|
278|WINGULL      |WATER/FLYING     |  40|  30|  30|  55|  30|  85|KEEN EYE    |-------     |BASE|
279|PELIPPER     |WATER/FLYING     |  60|  50| 100|  85|  70|  65|KEEN EYE    |-------     |FULL|
280|RALTS        |PSYCHIC          |  28|  25|  25|  45|  35|  40|SYNCHRONIZE |TRACE       |BASE|
281|KIRLIA       |PSYCHIC          |  38|  35|  35|  65|  55|  50|SYNCHRONIZE |TRACE       |MID |
282|GARDEVOIR    |PSYCHIC          |  68|  65|  65| 125| 115|  80|SYNCHRONIZE |TRACE       |FULL|
283|SURSKIT      |BUG/WATER        |  40|  30|  32|  50|  52|  65|SWIFT SWIM  |-------     |BASE|
284|MASQUERAIN   |BUG/FLYING       |  70|  60|  62|  80|  82|  60|INTIMIDATE  |-------     |FULL|SILVERPOWDER (rare)
285|SHROOMISH    |GRASS            |  60|  40|  60|  40|  60|  35|EFFECT SPORE|-------     |BASE|
286|BRELOOM      |GRASS/FIGHTING   |  60| 130|  80|  60|  60|  70|EFFECT SPORE|-------     |FULL|
287|SLAKOTH      |NORMAL           |  60|  60|  60|  35|  35|  30|TRUANT      |-------     |BASE|
288|VIGOROTH     |NORMAL           |  80|  80|  80|  55|  55|  90|VITAL SPIRIT|-------     |MID |
289|SLAKING      |NORMAL           | 150| 160| 100|  95|  65| 100|TRUANT      |-------     |FULL|
290|NINCADA      |BUG/GROUND       |  31|  45|  90|  30|  30|  40|COMPOUNDEYES|-------     |BASE|
291|NINJASK      |BUG/FLYING       |  61|  90|  45|  50|  50| 160|SPEED BOOST |-------     |FULL|
292|SHEDINJA     |BUG/GHOST        |   1|  90|  45|  30|  30|  40|WONDER GUARD|-------     |FULL|
293|WHISMUR      |NORMAL           |  64|  51|  23|  51|  23|  28|SOUNDPROOF  |-------     |BASE|CHESTO BERRY (rare)
294|LOUDRED      |NORMAL           |  84|  71|  43|  71|  43|  48|SOUNDPROOF  |-------     |MID |CHESTO BERRY (rare)
295|EXPLOUD      |NORMAL           | 104|  91|  63|  91|  63|  68|SOUNDPROOF  |-------     |FULL|CHESTO BERRY (rare)
296|MAKUHITA     |FIGHTING         |  72|  60|  30|  20|  30|  25|THICK FAT   |GUTS        |BASE|
297|HARIYAMA     |FIGHTING         | 144| 120|  60|  40|  60|  50|THICK FAT   |GUTS        |FULL|KING’S ROCK (rare)
298|AZURILL      |NORMAL           |  50|  20|  40|  20|  40|  20|THICK FAT   |HUGE POWER  |BASE|
299|NOSEPASS     |ROCK             |  30|  45| 135|  45|  90|  30|STURDY      |MAGNET PULL |FULL|
300|SKITTY       |NORMAL           |  50|  45|  45|  35|  35|  50|CUTE CHARM  |-------     |BASE|LEPPA BERRY (rare)
301|DELCATTY     |NORMAL           |  70|  65|  65|  55|  55|  70|CUTE CHARM  |-------     |FULL|LEPPA BERRY (rare)
302|SABLEYE      |DARK/GHOST       |  50|  75|  75|  65|  65|  50|KEEN EYE    |-------     |FULL|
303|MAWILE       |STEEL            |  50|  85|  85|  55|  55|  50|HYPER CUTTER|INTIMIDATE  |FULL|
304|ARON         |STEEL/ROCK       |  50|  70| 100|  40|  40|  30|STURDY      |ROCK HEAD   |BASE|HARD STONE (rare)
305|LAIRON       |STEEL/ROCK       |  60|  90| 140|  50|  50|  40|STURDY      |ROCK HEAD   |MID |HARD STONE (rare)
306|AGGRON       |STEEL/ROCK       |  70| 110| 180|  60|  60|  50|STURDY      |ROCK HEAD   |FULL|HARD STONE (rare)
307|MEDITITE     |FIGHTING/PSYCHIC |  30|  40|  55|  40|  55|  60|PURE POWER  |-------     |BASE|
308|MEDICHAM     |FIGHTING/PSYCHIC |  60|  60|  75|  60|  75|  80|PURE POWER  |-------     |FULL|
309|ELECTRIKE    |ELECTRIC         |  40|  45|  40|  65|  40|  65|STATIC      |LIGHTNINGROD|BASE|
310|MANECTRIC    |ELECTRIC         |  70|  75|  60| 105|  60| 105|STATIC      |LIGHTNINGROD|FULL|
311|PLUSLE       |ELECTRIC         |  60|  50|  40|  85|  75|  95|PLUS        |-------     |FULL|
312|MINUN        |ELECTRIC         |  60|  40|  50|  75|  85|  95|MINUS       |-------     |FULL|
313|VOLBEAT      |BUG              |  65|  73|  55|  47|  75|  85|ILLUMINATE  |SWARM       |FULL|
314|ILLUMISE     |BUG              |  65|  47|  55|  73|  75|  85|OBLIVIOUS   |-------     |FULL|
315|ROSELIA      |GRASS/POISON     |  50|  60|  45| 100|  80|  65|NATURAL CURE|POISON POINT|FULL|POISON BARB (rare)
316|GULPIN       |POISON           |  70|  43|  53|  43|  53|  40|LIQUID OOZE |STICKY HOLD |BASE|BIG PEARL (rare)
317|SWALOT       |POISON           | 100|  73|  83|  73|  83|  55|LIQUID OOZE |STICKY HOLD |FULL|BIG PEARL (rare)
318|CARVANHA     |WATER/DARK       |  45|  90|  20|  65|  20|  65|ROUGH SKIN  |-------     |BASE|
319|SHARPEDO     |WATER/DARK       |  70| 120|  40|  95|  40|  95|ROUGH SKIN  |-------     |FULL|
320|WAILMER      |WATER            | 130|  70|  35|  70|  35|  60|WATER VEIL  |OBLIVIOUS   |BASE|
321|WAILORD      |WATER            | 170|  90|  45|  90|  45|  60|WATER VEIL  |OBLIVIOUS   |FULL|
322|NUMEL        |FIRE/GROUND      |  60|  60|  40|  65|  45|  35|OBLIVIOUS   |-------     |BASE|RAWST BERRY (100%)
323|CAMERUPT     |FIRE/GROUND      |  70| 100|  70| 105|  75|  40|MAGMA ARMOR |-------     |FULL|RAWST BERRY (100%)
324|TORKOAL      |FIRE             |  70|  85| 140|  85|  70|  20|WHITE SMOKE |-------     |FULL|
325|SPOINK       |PSYCHIC          |  60|  25|  35|  70|  80|  60|THICK FAT   |OWN TEMPO   |BASE|
326|GRUMPIG      |PSYCHIC          |  80|  45|  65|  90| 110|  80|THICK FAT   |OWN TEMPO   |FULL|
327|SPINDA       |NORMAL           |  60|  60|  60|  60|  60|  60|OWN TEMPO   |-------     |FULL|CHESTO BERRY (rare)
328|TRAPINCH     |GROUND           |  45| 100|  45|  45|  45|  10|HYPER CUTTER|ARENA TRAP  |BASE|SOFT SAND (rare)
329|VIBRAVA      |GROUND/DRAGON    |  50|  70|  50|  50|  50|  70|LEVITATE    |--          |MID |
330|FLYGON       |GROUND/DRAGON    |  80| 100|  80|  80|  80| 100|LEVITATE    |--          |FULL|
331|CACNEA       |GRASS            |  50|  85|  40|  85|  40|  35|SAND VEIL   |-------     |BASE|POISON BARB (rare)
332|CACTURNE     |GRASS/DARK       |  70| 115|  60| 115|  60|  55|SAND VEIL   |-------     |FULL|POISON BARB (rare)
333|SWABLU       |NORMAL/FLYING    |  45|  40|  60|  40|  75|  50|NATURAL CURE|-------     |BASE|
334|ALTARIA      |DRAGON/FLYING    |  75|  70|  90|  70| 105|  80|NATURAL CURE|-------     |FULL|
335|ZANGOOSE     |NORMAL           |  73| 115|  60|  60|  60|  90|IMMUNITY    |-------     |FULL|
336|SEVIPER      |POISON           |  73| 100|  60| 100|  60|  65|SHED SKIN   |-------     |FULL|
337|LUNATONE     |ROCK/PSYCHIC     |  70|  55|  65|  95|  85|  70|LEVITATE    |-------     |FULL|MOON STONE (rare)
338|SOLROCK      |ROCK/PSYCHIC     |  70|  95|  85|  55|  65|  70|LEVITATE    |-------     |FULL|SUN STONE (rare)
339|BARBOACH     |WATER/GROUND     |  50|  48|  43|  46|  41|  60|OBLIVIOUS   |-------     |BASE|
340|WHISCASH     |WATER/GROUND     | 110|  78|  73|  76|  71|  60|OBLIVIOUS   |-------     |FULL|
341|CORPHISH     |WATER            |  43|  80|  65|  50|  35|  35|HYPER CUTTER|SHELL ARMOR |BASE|
342|CRAWDAUNT    |WATER/DARK       |  63| 120|  85|  90|  55|  55|HYPER CUTTER|SHELL ARMOR |FULL|
343|BALTOY       |GROUND/PSYCHIC   |  40|  40|  55|  40|  70|  55|LEVITATE    |-------     |BASE|
344|CLAYDOL      |GROUND/PSYCHIC   |  60|  70| 105|  70| 120|  75|LEVITATE    |-------     |FULL|
345|LILEEP       |ROCK/GRASS       |  66|  41|  77|  61|  87|  23|SUCTION CUPS|-------     |BASE|
346|CRADILY      |ROCK/GRASS       |  86|  81|  97|  81| 107|  43|SUCTION CUPS|-------     |FULL|
347|ANORITH      |ROCK/BUG         |  45|  95|  50|  40|  50|  75|BATTLE ARMOR|-------     |BASE|
348|ARMALDO      |ROCK/BUG         |  75| 125| 100|  70|  80|  45|BATTLE ARMOR|-------     |FULL|
349|FEEBAS       |WATER            |  20|  15|  20|  10|  55|  80|SWIFT SWIM  |-------     |BASE|
350|MILOTIC      |WATER            |  95|  60|  79| 100| 125|  81|MARVEL SCALE|-------     |FULL|
351|CASTFORM     |NORMAL           |  70|  70|  70|  70|  70|  70|FORECAST    |-------     |FULL|MYSTIC WATER (100%)
352|KECLEON      |NORMAL           |  60|  90|  70|  60| 120|  40|COLOR CHANGE|-------     |FULL|PERSIM BERRY (rare)
353|SHUPPET      |GHOST            |  44|  75|  35|  63|  33|  45|INSOMNIA    |-------     |BASE|SPELL TAG (rare)
354|BANETTE      |GHOST            |  64| 115|  65|  83|  63|  65|INSOMNIA    |-------     |FULL|SPELL TAG (rare)
355|DUSKULL      |GHOST            |  20|  40|  90|  30|  90|  25|LEVITATE    |-------     |BASE|SPELL TAG (rare)
356|DUSCLOPS     |GHOST            |  40|  70| 130|  60| 130|  25|PRESSURE    |-------     |FULL|SPELL TAG (rare)
357|TROPIUS      |GRASS/FLYING     |  99|  68|  83|  72|  87|  51|CHLOROPHYLL |-------     |FULL|
358|CHIMECHO     |PSYCHIC          |  65|  50|  70|  95|  80|  65|LEVITATE    |-------     |FULL|
359|ABSOL        |DARK             |  65| 130|  60|  75|  60|  75|PRESSURE    |-------     |FULL|
360|WYNAUT       |PSYCHIC          |  95|  23|  48|  23|  48|  23|SHADOW TAG  |-------     |BASE|
361|SNORUNT      |ICE              |  50|  50|  50|  50|  50|  50|INNER FOCUS |-------     |BASE|
362|GLALIE       |ICE              |  80|  80|  80|  80|  80|  80|INNER FOCUS |-------     |FULL|NEVERMELTICE (rare)
363|SPHEAL       |ICE/WATER        |  70|  40|  50|  55|  50|  25|THICK FAT   |-------     |BASE|
364|SEALEO       |ICE/WATER        |  90|  60|  70|  75|  70|  45|THICK FAT   |-------     |MID |
365|WALREIN      |ICE/WATER        | 110|  80|  90|  95|  90|  65|THICK FAT   |-------     |FULL|
366|CLAMPERL     |WATER            |  35|  64|  85|  74|  55|  32|SHELL ARMOR |-------     |BASE|BLUE SHARD (rare)
367|HUNTAIL      |WATER            |  55| 104| 105|  94|  75|  52|SWIFT SWIM  |-------     |FULL|
368|GOREBYSS     |WATER            |  55|  84| 105| 114|  75|  52|SWIFT SWIM  |-------     |FULL|
369|RELICANTH    |WATER/ROCK       | 100|  90| 130|  45|  65|  55|SWIFT SWIM  |ROCK HEAD   |FULL|GREEN SHARD (rare)
370|LUVDISC      |WATER            |  43|  30|  55|  40|  65|  97|SWIFT SWIM  |-------     |FULL|HEART SCALE (common)
371|BAGON        |DRAGON           |  45|  75|  60|  40|  30|  50|ROCK HEAD   |-------     |BASE|DRAGON SCALE (rare)
372|SHELGON      |DRAGON           |  65|  95| 100|  60|  50|  50|ROCK HEAD   |-------     |MID |DRAGON SCALE (rare)
373|SALAMENCE    |DRAGON/FLYING    |  95| 135|  80| 110|  80| 100|INTIMIDATE  |-------     |FULL|DRAGON SCALE (rare)
