Randomizer Version: 4.5.1-HAL
Random Seed: 23962706501124
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> VOLBEAT        
159|CROCONAW     |FLYING           |  49|  35|  77|  47|  48|  18|Poison Heal |Synchronize |BASE|
160|FERALIGATR   |DARK             |  93| 141|  25| 119|  99|  85|Shield Dust | -          |FULL|Bloom Mail (common)
161|SENTRET      |FIGHTING         |  86|  70|  60|  99|  46|  27|Heatproof   | -          |MID |TM57 (rare)
162|FURRET       |POISON/DARK      |  25|  77| 138| 156|  13|  79|Ice Body    |Chlorophyll |FULL|Shell Bell (common)
163|HOOTHOOT     |ICE              |  56|  58|  81|  30|  75|  32|Natural Cure|Skill Link  |MID |
164|NOCTOWL      |FLYING           | 102| 105|  64|  97|  41| 126|Lightningrod|Sniper      |FULL|TM57 (common)
165|LEDYBA       |ICE/FIRE         |  39|  21|  72|  30|  27|  33|Cloud Nine  | -          |BASE|
166|LEDIAN       |DARK/BUG         |  44| 113|  68| 110|  46| 128|Early Bird  | -          |FULL|
167|SPINARAK     |DRAGON/ROCK      | 112|  93|  50|  36|  12| 120|Heatproof   |Rough Skin  |MID |
168|ARIADOS      |GRASS            |  89| 164|  13| 169|  65| 133|Hyper Cutter|Damp        |FULL|TM62 (rare)
169|CROBAT       |WATER/GROUND     | 129| 106|  97|  35|  67|  16|Limber      | -          |FULL|Power Bracer (common), Max Elixir (rare)
170|CHINCHOU     |BUG/GHOST        |  21|  33|  36|  52|  60|  20|Guts        |Unburden    |BASE|Stick (common)
171|LANTURN      |GROUND/FIRE      |  95|  32|  94|  79|  49|  97|Keen Eye    |Limber      |FULL|Rare Bone (common), Haban Berry (rare)
172|PICHU        |ICE              |  49|  47|  44|  47|  37|  30|Leaf Guard  | -          |BASE|
173|CLEFFA       |WATER/STEEL      |  20|  10|  58|  56|  60|  39|Steadfast   | -          |BASE|TM80 (common)
174|IGGLYBUFF    |GRASS            |  41|  60|  57|  60|  18| 106|Unburden    |Leaf Guard  |MID |
175|TOGEPI       |DARK             |  49|  70|  27|  70|  37|  24|Magnet Pull |Liquid Ooze |BASE|Red Scarf (common), Star Piece (rare)
176|TOGETIC      |DARK/ROCK        |  34|  35|  40|  36|  48|  51|Dry Skin    |Poison Heal |BASE|Metal Coat (common), Odd Keystone (rare)
177|NATU         |PSYCHIC/GROUND   |  20|  10|  31|  78| 139| 119|Shield Dust | -          |BASE|
178|XATU         |DARK             |  37| 125|  89|  66|  13| 111|Chlorophyll |Speed Boost |FULL|Quick Powder (common)
179|MAREEP       |ROCK             |  56|  70| 116|  76|  23|  43|Snow Cloak  | -          |BASE|
180|FLAAFFY      |GHOST/DRAGON     |  78|  29|  44| 123|  18|  67|Hustle      | -          |BASE|
181|AMPHAROS     |GHOST/NORMAL     |  20| 125| 133|  76|  71| 149|Sand Veil   | -          |FULL|
182|BELLOSSOM    |FLYING/POISON    | 133| 119| 136| 173| 133|  75|Limber      |Tinted Lens |FULL|Expert Belt (100%)
183|MARILL       |PSYCHIC/NORMAL   |  66|  12|  12|  33|  34|  60|Serene Grace| -          |BASE|
184|AZUMARILL    |GHOST/FIGHTING   |  62| 115| 128|  21|  51|  47|Thick Fat   | -          |FULL|
185|SUDOWOODO    |PSYCHIC          | 122|  20|  57| 161|  72|  12|Shield Dust |Damp        |FULL|
186|POLITOED     |GHOST            |  97|  28| 110| 100|  92|  58|Speed Boost |Heatproof   |FULL|Sun Stone (common), TM71 (rare)
187|HOPPIP       |DRAGON/FIGHTING  |  89|  44|  33|  61|  27| 107|Water Absorb| -          |BASE|
188|SKIPLOOM     |DRAGON           |  64|  42|  90|  19|  64|  78|Intimidate  | -          |MID |
189|JUMPLUFF     |NORMAL           |  85|  91|  89|  93|  52|  56|Insomnia    | -          |FULL|
190|AIPOM        |GRASS/WATER      |  67|  71|  22|  49|  77|  23|Synchronize | -          |BASE|
191|SUNKERN      |GHOST            |  89|  94|  42|  91| 121|  40|Arena Trap  | -          |BASE|
192|SUNFLORA     |DARK/GRASS       | 126| 111|  20|  24| 170|  88|Quick Feet  |Unaware     |FULL|
193|YANMA        |DRAGON           |  38|  46|  15|  51|  49|  38|Rivalry     | -          |BASE|Pink Scarf (100%)
194|WOOPER       |FIRE/WATER       |  20|  10|  74|  51| 124|  87|Thick Fat   | -          |BASE|Soothe Bell (common), TM78 (rare)
195|QUAGSIRE     |ROCK/GRASS       | 108| 107| 104|  99|  64| 108|Anticipation|Blaze       |FULL|Leaf Stone (common)
196|ESPEON       |FIGHTING/STEEL   |  20|  63| 104|  35| 141| 141|Blaze       | -          |FULL|
197|UMBREON      |GRASS            |  35|  38|  70| 142|  72|  93|Swarm       |Frisk       |FULL|
198|MURKROW      |FLYING           |  20|  75|  54|  76|  55|  43|Synchronize | -          |BASE|
199|SLOWKING     |GRASS/POISON     | 101|  94|  90|  19|  27| 101|Soundproof  |Water Veil  |FULL|
200|MISDREAVUS   |FIRE             |  63|  72|  96|  41|  82|  46|Color Change|Volt Absorb |MID |
201|UNOWN        |DRAGON           |  32|  60| 152|  86|  82| 143|Iron Fist   |Vital Spirit|FULL|Rowap Berry (common), Black Flute (rare)
202|WOBBUFFET    |BUG/DRAGON       | 121| 103|  62|  86|  72|  12|Battle Armor|Soundproof  |FULL|
203|GIRAFARIG    |PSYCHIC/BUG      |  83|  75|  72|  98|  69|  73|Slow Start  |Solar Power |FULL|
204|PINECO       |FIRE             |  82|  76|  10|  82|  22|  10|Blaze       |Normalize   |BASE|Iron Plate (rare)
205|FORRETRESS   |ICE              |  60| 104|  77| 117|  70|  55|Tangled Feet| -          |FULL|Charcoal (100%)
206|DUNSPARCE    |BUG              |  66|  89| 125|  38|  81| 124|Forewarn    |Levitate    |FULL|Earth Plate (common), Pinap Berry (rare)
207|GLIGAR       |ICE/DARK         | 179|  62| 199|  50|  17|  21|Tinted Lens | -          |MID |
208|STEELIX      |STEEL/ICE        |  58|  82|  33| 113|  76|  76|Levitate    | -          |FULL|Fist Plate (rare)
209|SNUBBULL     |GHOST            |  70| 165|  50| 123|  17|  73|White Smoke |Static      |BASE|Brick Mail (rare)
210|GRANBULL     |STEEL/DRAGON     |  30| 133|  77|  68|  61| 116|Clear Body  | -          |FULL|Mind Plate (common)
211|QWILFISH     |DRAGON/NORMAL    | 187|  84|  33|  56|  91|  95|Flame Body  | -          |FULL|
212|SCIZOR       |BUG/GRASS        |  21|  95|  90|  92|  92| 110|Rock Head   |Guts        |FULL|Exp. Share (common), TM12 (rare)
213|SHUCKLE      |GRASS/GROUND     |  68|  52|  77|  47| 112| 144|Gluttony    |Huge Power  |FULL|Grass Mail (100%)
214|HERACROSS    |GHOST/PSYCHIC    | 111|  92|  32| 124|  50|  76|Vital Spirit|Arena Trap  |FULL|
215|SNEASEL      |POISON/BUG       |  20|  20|  12|  13| 130| 127|Damp        | -          |BASE|
216|TEDDIURSA    |BUG/GHOST        |  38|  71|  17|  35| 112| 121|Heatproof   | -          |BASE|Earth Plate (rare)
217|URSARING     |GHOST/STEEL      |  72|  47| 114| 112|  31| 113|Thick Fat   |Suction Cups|FULL|TwistedSpoon (common)
218|SLUGMA       |ROCK             |  40|  31|  44|  30|  52|  32|Soundproof  |Magma Armor |BASE|
219|MAGCARGO     |GROUND/FIRE      | 255| 117|  45|  30|  52| 145|Natural Cure|Vital Spirit|FULL|
220|SWINUB       |ELECTRIC         |  84|  38|  46|  65|  53|  48|Honey Gather| -          |MID |Ganlon Berry (common)
221|PILOSWINE    |ICE/WATER        |  20|  22|  74|  92|  20| 120|Magic Guard |Anger Point |BASE|TM64 (rare)
222|CORSOLA      |ICE              |  20|  31| 125| 115| 125|  70|Pure Power  | -          |FULL|Black Belt (common)
223|REMORAID     |WATER            |  20|  86|  42| 144|  20|  23|Scrappy     |Intimidate  |BASE|
224|OCTILLERY    |PSYCHIC/FIRE     | 113| 121| 105|  53|  32|  38|Liquid Ooze |Shed Skin   |FULL|
225|DELIBIRD     |ICE              | 103|  18| 113| 127|  12|  42|Hustle      |Compoundeyes|FULL|
226|MANTINE      |GRASS/FIRE       |  66|  10|  10|  80| 130| 139|Hydration   |Poison Point|FULL|TM90 (common), Ganlon Berry (rare)
227|SKARMORY     |PSYCHIC/NORMAL   | 153|  79| 169|  59|  34|  71|Air Lock    |Serene Grace|FULL|Wave Incense (rare)
228|HOUNDOUR     |GRASS/GROUND     |  51|  35|  78|  82|  47|  92|Sand Stream |Suction Cups|MID |TM26 (common)
229|HOUNDOOM     |PSYCHIC/NORMAL   |  38|  98| 180| 111| 107| 112|Early Bird  | -          |FULL|Pomeg Berry (common)
230|KINGDRA      |ICE/ELECTRIC     |  20| 162|  57| 178|  28|  24|Insomnia    |Flash Fire  |FULL|TM25 (common)
231|PHANPY       |STEEL/DARK       |  43|  21| 114|  29|  81|  64|Anger Point | -          |BASE|
232|DONPHAN      |FIGHTING/DARK    |  90|  48|  53|  93|  68|  97|Shed Skin   |Sand Veil   |FULL|
233|PORYGON2     |GHOST/DARK       |  48|  26|  50|  86|  37|  45|Rain Dish   | -          |BASE|Starf Berry (common)
234|STANTLER     |DARK/ELECTRIC    | 115|  96|  18|  43| 136|  13|Flame Body  |Battle Armor|FULL|
235|SMEARGLE     |STEEL            | 115|  39|  28| 137|  21| 255|Ice Body    | -          |FULL|Net Ball (rare)
236|TYROGUE      |ELECTRIC/DARK    |  38|  46|  70|  81|  72|  53|Early Bird  | -          |MID |
237|HITMONTOP    |FLYING           |  84|  61|  59|  60|  49| 142|Reckless    | -          |FULL|TM43 (rare)
238|SMOOCHUM     |DRAGON/WATER     |  78|  91|  13|  41|  87|  10|Flash Fire  | -          |MID |TM03 (100%)
239|ELEKID       |STEEL            | 180|  20| 105|  40|  37|  29|Serene Grace| -          |BASE|
240|MAGBY        |NORMAL/POISON    |  63|  41|  69|  28|  14| 143|Shadow Tag  |Volt Absorb |MID |
241|MILTANK      |ROCK             |  89| 114|  80|  90|  47|  34|Slow Start  |Trace       |FULL|Apicot Berry (100%)
242|BLISSEY      |ELECTRIC         |  60|  45| 123| 139| 123|  44|Drizzle     |Magic Guard |FULL|
243|RAIKOU       |DARK             | 157|  38|  47|  88| 102| 130|Pickup      |Static      |FULL|White Flute (rare)
244|ENTEI        |ICE/DRAGON       | 118|  37| 125|  75|  14| 137|Natural Cure| -          |FULL|Super Repel (common)
245|SUICUNE      |STEEL            | 157|  82|  45|  25| 148|  15|Rough Skin  | -          |FULL|
246|LARVITAR     |POISON           |  72|  36|  62|  49|  30|  23|Torrent     |Huge Power  |BASE|TM87 (rare)
247|PUPITAR      |FIGHTING         |  81|  81|  10|  84|  18|  38|Water Absorb|Color Change|MID |
248|TYRANITAR    |BUG/NORMAL       |  86| 100|  81|  89|  77|  73|Simple      | -          |FULL|
249|LUGIA        |GHOST            | 161|  19|  16| 116| 110|  83|Unaware     | -          |FULL|
250|HO-OH        |STEEL            | 121|  96| 169| 125| 146|  97|Rough Skin  | -          |FULL|Cherish Ball (100%)
251|CELEBI       |FLYING/STEEL     | 102| 119|  30|  31| 119| 122|Bad Dreams  |Immunity    |FULL|Grass Mail (common), TM37 (rare)
252|TREECKO      |POISON/GROUND    |  63|  90|  75| 154|  88|  93|Oblivious   | -          |MID |
253|GROVYLE      |POISON           |  22|  89| 109| 114|  94|  98|Magnet Pull |Flame Body  |BASE|
254|SCEPTILE     |WATER/ROCK       |  46|  54| 109| 128|  77| 104|Effect Spore| -          |FULL|Ganlon Berry (rare)
255|TORCHIC      |PSYCHIC          |  38|  10|  72|  73|  29|  41|Intimidate  | -          |BASE|
256|COMBUSKEN    |FIRE             |  41|  51|  44|  69|  50|  38|Heatproof   | -          |BASE|Mind Plate (rare)
257|BLAZIKEN     |PSYCHIC/FLYING   |  20| 245| 104|  65|  24| 130|Insomnia    |Heatproof   |FULL|Rowap Berry (common), Sticky Barb (rare)
258|MUDKIP       |GRASS            | 119|  10|  73|  73|  11|  28|Clear Body  | -          |BASE|Moon Stone (common), Pink Scarf (rare)
259|MARSHTOMP    |BUG/FIRE         |  71|  80|  10|  96|  10|  79|Sturdy      | -          |BASE|
260|SWAMPERT     |STEEL            |  62|  99|  81|  84|  82|  38|Own Tempo   | -          |FULL|Max Elixir (common), X Attack (rare)
261|POOCHYENA    |NORMAL           |  20|  50|  56|  11|  58|  70|Color Change|Anticipation|BASE|
262|MIGHTYENA    |POISON/WATER     |  46|  83|  48|  77|  95|  67|Motor Drive |Vital Spirit|FULL|TM64 (100%)
263|ZIGZAGOON    |STEEL/GROUND     |  63|  37|  47|  58|  53|  37|Rivalry     | -          |BASE|Shiny Stone (rare)
264|LINOONE      |ICE/FIGHTING     | 133|  83| 100| 106| 123|  36|White Smoke |Arena Trap  |FULL|
265|WURMPLE      |GHOST            |  81|  41|  27|  41|  18|  82|Minus       |Solid Rock  |BASE|
266|SILCOON      |BUG/ELECTRIC     |  24|  55|  36|  20|  10|  54|Steadfast   | -          |BASE|
267|BEAUTIFLY    |GROUND           |  79| 101| 101|  70| 118| 108|Sticky Hold |Quick Feet  |FULL|Insect Plate (rare)
268|CASCOON      |WATER/FIRE       |  36|  26|  29|  75|  66|  78|Inner Focus |Klutz       |BASE|Wide Lens (common)
269|DUSTOX       |GRASS/POISON     |  46|  96|  94| 111|  71| 105|Snow Warning|Poison Heal |FULL|Burn Heal (100%)
270|LOTAD        |DARK             |  82|  94|  73|  82|  38|  82|Rough Skin  |Shell Armor |MID |TM04 (common)
271|LOMBRE       |DRAGON/ELECTRIC  |  68|  63|  51|  68|  99| 136|Motor Drive | -          |BASE|
272|LUDICOLO     |GRASS/GHOST      |  98|  57|  22| 176|  30| 141|Klutz       |Anger Point |FULL|Razor Fang (rare)
273|SEEDOT       |ELECTRIC/WATER   |  67|  49|  47|  45|  10|  44|Stench      |Water Absorb|BASE|Power Anklet (common)
274|NUZLEAF      |FIGHTING/STEEL   |  68|  42|  51| 116|  66|  49|No Guard    | -          |BASE|Occa Berry (common), Iron Ball (rare)
275|SHIFTRY      |POISON/STEEL     | 118|  84| 101|  15|  68|  84|Effect Spore|Skill Link  |FULL|Mental Herb (common)
276|TAILLOW      |FIRE             |  63|  67|  55|  52|  69|  67|Pickup      | -          |MID |Hyper Potion (common), TM92 (rare)
277|SWELLOW      |BUG/ICE          | 134| 125| 204|  32|  15|  49|Frisk       | -          |FULL|
278|WINGULL      |GRASS            |  50|  98|  65|  73|  31|  78|Blaze       | -          |BASE|Soft Sand (100%)
279|PELIPPER     |ELECTRIC/ICE     | 145|  82| 143|  96|  20|  57|Run Away    | -          |FULL|
280|RALTS        |FIGHTING/WATER   |  63|  12|  98| 107|  10|  37|Snow Cloak  |Reckless    |MID |
281|KIRLIA       |DARK/FLYING      |  43|  51|  45|  50|  30|  49|Shadow Tag  |Dry Skin    |BASE|
282|GARDEVOIR    |WATER/GHOST      |  92|  89| 113|  93| 101|  77|Hyper Cutter| -          |FULL|
283|SURSKIT      |WATER            | 105|  42|  10|  33|  40| 119|Poison Point| -          |BASE|
284|MASQUERAIN   |ROCK             | 107|  29|  99|  38| 104| 137|Snow Cloak  | -          |FULL|
285|SHROOMISH    |BUG              |  96| 104|  64|  48|  14|  18|Serene Grace|Lightningrod|MID |Qualot Berry (common), TM16 (rare)
286|BRELOOM      |POISON/FLYING    | 166| 117| 196|  33| 137|  47|Overgrow    | -          |FULL|Repeat Ball (common), Premier Ball (rare)
287|SLAKOTH      |STEEL            |  70|  15| 101|  66|  53|  10|Truant      | -          |MID |Dragon Fang (common), Reaper Cloth (rare)
288|VIGOROTH     |DARK             |  37|  66|  48|  63|  24|  20|Solid Rock  |Iron Fist   |BASE|
289|SLAKING      |GROUND           | 129| 148|  62|  41| 121|  90|Early Bird  |Sand Stream |FULL|Master Ball (common)
290|NINCADA      |ELECTRIC/ROCK    |  37|  10|  56|  56|  49|  95|Levitate    |Stall       |BASE|
291|NINJASK      |ELECTRIC         |  33| 176| 104|  28| 179|  28|Leaf Guard  | -          |FULL|Cleanse Tag (rare)
292|SHEDINJA     |BUG              |   1|  88|  19|  97| 101| 186|Wonder Guard| -          |FULL|
293|WHISMUR      |GHOST/DRAGON     |  20|  14|  24|  40|  54|  67|Forewarn    |Pressure    |BASE|Kebia Berry (common)
294|LOUDRED      |GRASS/POISON     | 106| 101| 127|  58|  62|  29|Lightningrod| -          |MID |Kebia Berry (common)
295|EXPLOUD      |ICE/GRASS        | 108| 168|  39|  58|  67| 115|Swift Swim  |Frisk       |FULL|
296|MAKUHITA     |NORMAL/ELECTRIC  |  43|  62|  50|  63|  52|  33|Drizzle     |Serene Grace|BASE|Iron Plate (common), Snow Mail (rare)
297|HARIYAMA     |DARK             | 154|  80|  78| 115|  37|  91|Mold Breaker|Serene Grace|FULL|
298|AZURILL      |WATER/ROCK       |  34| 106|  42| 104|  30|  18|Mold Breaker|Skill Link  |MID |Soul Dew (rare)
299|NOSEPASS     |PSYCHIC/ICE      | 158|  87|  57|  87|  81|  84|Speed Boost |Heatproof   |BASE|Spooky Plate (common), Yellow Flute (rare)
300|SKITTY       |ELECTRIC/STEEL   |  60|  32|  10|  58|  43|  66|Color Change|Hyper Cutter|BASE|
301|DELCATTY     |BUG/PSYCHIC      | 156|  35|  58|  38| 102|  59|Levitate    |Poison Heal |FULL|
302|SABLEYE      |ICE              | 110| 120|  32| 101|  57| 107|Shield Dust |Truant      |FULL|TM20 (common), Iron (rare)
303|MAWILE       |GHOST/FIRE       |  55| 156|  91|  30| 149|  20|Vital Spirit|Illuminate  |FULL|Stardust (rare)
304|ARON         |GHOST/ROCK       |  20|  89|  22|  55|  13|  86|Early Bird  |White Smoke |BASE|
305|LAIRON       |BUG/FLYING       |  20|  85|  22| 116|  72|  10|Sturdy      | -          |BASE|
306|AGGRON       |GRASS/STEEL      | 123|  92|  21|  44| 188|  46|Scrappy     |Shadow Tag  |FULL|
307|MEDITITE     |PSYCHIC/GROUND   |  32|  30|  22|  31|  45|  50|Tangled Feet| -          |BASE|
308|MEDICHAM     |ICE/GROUND       | 192| 174| 222|  28| 230|  48|Download    | -          |FULL|SilverPowder (common)
309|ELECTRIKE    |GHOST/WATER      |  49|  17|  10|  59|  61|  29|Klutz       | -          |BASE|
310|MANECTRIC    |STEEL/ELECTRIC   | 149| 179|  13|  94|  24|  15|Leaf Guard  |Slow Start  |FULL|TM79 (100%)
311|PLUSLE       |GHOST            |  65|  62| 138|  70|  60| 112|Iron Fist   | -          |FULL|
312|MINUN        |FIRE/ELECTRIC    |  35|  81|  72| 110| 120|  74|Static      | -          |FULL|
313|VOLBEAT      |ELECTRIC/PSYCHIC |  85| 100| 104|  92|  14|  52|Levitate    |Shell Armor |FULL|
314|ILLUMISE     |POISON           | 123|  80|  19| 123|  24| 111|Magma Armor |Magnet Pull |FULL|Yellow Shard (common), PP Up (rare)
315|ROSELIA      |DARK/POISON      |  20|  10|  20|  78|  25|  80|Reckless    | -          |BASE|
316|GULPIN       |GRASS            | 100| 106| 105|  25|  25|  81|Serene Grace| -          |MID |
317|SWALOT       |FIGHTING         | 100|  22| 112| 117| 121|  52|Immunity    | -          |FULL|
318|CARVANHA     |STEEL            |  26|  59|  71| 103|  81|  70|Thick Fat   | -          |MID |
319|SHARPEDO     |GHOST            |  99|  50|  88|  97|  68|  62|Technician  | -          |FULL|
320|WAILMER      |FLYING           |  65|  85| 124|  54|  18| 132|Magic Guard |Unburden    |MID |
321|WAILORD      |POISON/ROCK      |  23|  48|  75|  25| 125| 126|Hyper Cutter| -          |FULL|Lagging Tail (common), BrightPowder (rare)
322|NUMEL        |ROCK             |  36|  42|  59|  10|  10|  68|Rain Dish   |Solid Rock  |BASE|Scope Lens (100%)
323|CAMERUPT     |ROCK/NORMAL      |  23|  38| 101| 118|  95|  96|Cute Charm  | -          |FULL|Charcoal (100%)
324|TORKOAL      |ROCK/NORMAL      |  20|  27| 119|  79|  69| 120|Serene Grace|Lightningrod|FULL|Watmel Berry (common)
325|SPOINK       |FLYING/GHOST     |  38|  26|  42|  19|  24|  61|Water Veil  |Overgrow    |BASE|Liechi Berry (common), Metal Powder (rare)
326|GRUMPIG      |DARK/GRASS       |  20|  85| 106|  11|  96| 105|Sand Stream |Normalize   |FULL|Energy Root (common)
327|SPINDA       |ROCK/FLYING      | 158|  18| 198| 112|  19|  19|Sniper      |Slow Start  |FULL|
328|TRAPINCH     |STEEL/POISON     |  56| 105|  94| 109|  20|  34|Sand Stream | -          |MID |TM85 (common), Muscle Band (rare)
329|VIBRAVA      |BUG              |  62|  37|  80|  41|  16|  70|Marvel Scale| -          |BASE|
330|FLYGON       |NORMAL/PSYCHIC   |  38|  49| 164|  76| 179|  98|Marvel Scale| -          |FULL|
331|CACNEA       |POISON           |  58|  55|  39|  33|  14|  31|Bad Dreams  |Drizzle     |BASE|
332|CACTURNE     |FIRE/FLYING      |  20|  50|  57| 193|  88|  67|Leaf Guard  |Sand Veil   |FULL|Smooth Rock (common)
333|SWABLU       |BUG/POISON       |  56|  24|  79|  64|  64|  77|Guts        | -          |MID |
334|ALTARIA      |PSYCHIC          | 102|  13| 124| 110| 182|  16|Swift Swim  | -          |FULL|Ether (common), Pink Scarf (rare)
335|ZANGOOSE     |GRASS            |  98|  31| 113| 136| 101|  70|Rock Head   |Dry Skin    |FULL|
336|SEVIPER      |BUG/ICE          |  99| 102|  85|  95|  34| 109|Magic Guard | -          |FULL|Enigma Berry (rare)
337|LUNATONE     |NORMAL           |  37|  59|  34|  18| 117| 188|Levitate    | -          |FULL|
