Randomizer Version: 4.4.0
Random Seed: 89045239238659
Settings String: 318WRIEEgKXAJoAnQCRAAKeBnsECQEAFAACCQAuEgAAAAAADBCI5ATkQYYICTIGBQIyAAUVUG9rZW1vbiBIZWFydEdvbGQgKFUpgH3a3ePDOIo=

--Randomized Evolutions--
BULBASAUR       -> BAYLEEF        
170|CHINCHOU     |WATER/ELECTRIC   |  47|  27|  70|  57|  37|  91|Effect Spore| -          |Dawn Stone (common)
171|LANTURN      |WATER/ELECTRIC   |  87| 126|  92|  18|  26| 112|Insomnia    | -          |
172|PICHU        |ELECTRIC         |  41|  40|  20|  33|  29|  42|Chlorophyll |Motor Drive |Toxic Orb (common)
173|CLEFFA       |NORMAL           |  57|  22|  11|  52|  55|  21|Bad Dreams  |Rough Skin  |Toxic Plate (100%)
174|IGGLYBUFF    |NORMAL           |  41|  38|  47|  31|  13|  41|Magic Guard | -          |Flame Orb (common), Shed Shell (rare)
175|TOGEPI       |NORMAL           |  68|  26|  11|  66|  48|  27|Levitate    |No Guard    |
176|TOGETIC      |NORMAL/FLYING    |  80|  90|  88|  78|  36|  33|Hydration   | -          |Antidote (common), Persim Berry (rare)
177|NATU         |PSYCHIC/FLYING   |  69|  22|  73|  82|  42|  33|Damp        | -          |Ether (rare)
178|XATU         |PSYCHIC/FLYING   | 106|  11| 108| 106|  79|  60|Rock Head   | -          |TM33 (rare)
179|MAREEP       |ELECTRIC         |  45|  51|  55|  55|  11|  64|Download    |Steadfast   |Soul Dew (common), Ultra Ball (rare)
180|FLAAFFY      |ELECTRIC         |  31|  99|  48| 106|  49|  31|Dry Skin    |Unburden    |TM57 (rare)
181|AMPHAROS     |ELECTRIC         | 123| 136| 123|  44|  36|  38|Illuminate  |Rock Head   |PP Max (rare)
182|BELLOSSOM    |GRASS            |  98|  42| 123|  67|  68|  82|Heatproof   |Levitate    |
183|MARILL       |WATER            |  35|  60|  20|  57|  58|  20|Frisk       |Magic Guard |TM84 (rare)
184|AZUMARILL    |WATER            |  95|  25|  72|  93|  32|  93|Mold Breaker| -          |
185|SUDOWOODO    |ROCK             | 115|  70|  39|  11|  93|  82|Simple      | -          |
186|POLITOED     |WATER            |  26|  13|  93|  28| 163| 176|Technician  | -          |
187|HOPPIP       |GRASS/FLYING     |  46|  55|  16|  39|  27|  67|Damp        | -          |
188|SKIPLOOM     |GRASS/FLYING     |  28|  92|  85|  25|  31|  79|Stall       |Drizzle     |
189|JUMPLUFF     |GRASS/FLYING     |  87|  65|  11| 111|  48| 128|Flash Fire  | -          |Chesto Berry (rare)
190|AIPOM        |NORMAL           |  91|  18|  72|  63|  64|  52|Run Away    | -          |
191|SUNKERN      |GRASS            |  50|  27|  28|  21|  34|  20|Air Lock    | -          |White Herb (common), Repeat Ball (rare)
192|SUNFLORA     |GRASS            |  74|  82|  63|  97|  11|  98|Rivalry     |Pickup      |TM92 (rare)
193|YANMA        |BUG/FLYING       |  65|  73|  69|  88|  61|  33|Scrappy     | -          |TwistedSpoon (common)
194|WOOPER       |WATER/GROUND     |  34|  18|  21|  14|  61|  60|Skill Link  | -          |
195|QUAGSIRE     |WATER/GROUND     |  24|  99| 159|  67|  37|  45|Sand Stream | -          |TM47 (rare)
196|ESPEON       |PSYCHIC          | 155|  27| 130|  80|  65|  67|Pickup      | -          |
197|UMBREON      |DARK             | 138|  37| 162| 104|  38|  46|Immunity    | -          |
198|MURKROW      |DARK/FLYING      |  69|  88|  91|  44| 100|  13|Technician  |Ice Body    |Toxic Plate (common)
199|SLOWKING     |WATER/PSYCHIC    |  77|  39|  84| 119| 148|  23|Immunity    | -          |
200|MISDREAVUS   |GHOST            | 120|  31|  56|  65|  73|  89|Super Luck  |Tangled Feet|
201|UNOWN        |PSYCHIC          |  51| 112|  57|  68|  34|  13|Hustle      | -          |
202|WOBBUFFET    |PSYCHIC          |  31|  49| 117| 111|  76|  21|Chlorophyll |Simple      |
203|GIRAFARIG    |NORMAL/PSYCHIC   |  33| 112|  31| 128| 103|  49|Serene Grace| -          |
204|PINECO       |BUG              |  94|  16|  19|  85|  11|  64|Levitate    | -          |Icy Rock (common)
205|FORRETRESS   |BUG/STEEL        |  39|  61|  72|  93| 114|  85|Huge Power  |Unaware     |
206|DUNSPARCE    |NORMAL           |  98|  40|  44|  72|  52| 110|Water Veil  | -          |Soft Sand (common)
207|GLIGAR       |GROUND/FLYING    |  24| 108| 102|  52|  83|  61|Forewarn    |White Smoke |TM73 (common), TM92 (rare)
208|STEELIX      |STEEL/GROUND     | 151|  70| 141|  19| 110|  18|Cute Charm  |Minus       |Mystic Water (common), Protein (rare)
209|SNUBBULL     |NORMAL           |  53|  58|  61|  41|  40|  48|Steadfast   |Hydration   |TM33 (rare)
210|GRANBULL     |NORMAL           | 102|  87| 117|  30|  80|  35|Pickup      |Run Away    |
211|QWILFISH     |WATER/POISON     |  56|  94|  43|  82| 120|  34|Ice Body    | -          |
212|SCIZOR       |BUG/STEEL        |  87|  35|  97|  79|  56| 147|No Guard    | -          |Razor Claw (common), Dusk Ball (rare)
213|SHUCKLE      |BUG/ROCK         | 154|  73|  89|  30|  65|  94|Marvel Scale| -          |Helix Fossil (100%)
214|HERACROSS    |BUG/FIGHTING     | 134| 149| 103|  46|  19|  50|Steadfast   |Blaze       |
215|SNEASEL      |DARK/ICE         |  68|  38| 124|  21|  62| 116|Speed Boost | -          |
216|TEDDIURSA    |NORMAL           |  84|  72|  36|  82|  40|  15|Drizzle     | -          |
217|URSARING     |NORMAL           |  98|  44| 143|  11| 158|  46|Unburden    | -          |
218|SLUGMA       |FIRE             |  47|  73|  47|  21|  20|  43|Shed Skin   |Magic Guard |Power Weight (common), TM35 (rare)
219|MAGCARGO     |FIRE/ROCK        |  33|  89|  72|  82|  52|  82|Swarm       |Swift Swim  |Poké Ball (common)
220|SWINUB       |ICE/GROUND       |  45|  58|  37|  21|  62|  26|Inner Focus | -          |
221|PILOSWINE    |ICE/GROUND       |  21| 135|  49|  70| 138|  39|Rough Skin  |Swift Swim  |
222|CORSOLA      |WATER/ROCK       |  48| 101| 111|  27|  81|  12|Technician  | -          |Focus Band (common)
223|REMORAID     |WATER            |  46|  56|  55|  28|  64|  51|Aftermath   |Slow Start  |
224|OCTILLERY    |WATER            |  84| 108|  28|  92|  90|  78|Honey Gather| -          |
225|DELIBIRD     |ICE/FLYING       |  94|  24|  25|  45|  92|  50|Synchronize | -          |Quick Claw (common)
226|MANTINE      |WATER/FLYING     | 122|  79| 120|  56|  11|  76|Natural Cure| -          |
227|SKARMORY     |STEEL/FLYING     |  72| 123| 127|  13|  85|  45|Rock Head   |Run Away    |Shell Bell (common)
228|HOUNDOUR     |DARK/FIRE        |  66|  89|  20|  51|  31|  73|Ice Body    | -          |Focus Sash (common)
229|HOUNDOOM     |DARK/FIRE        |  76|  91| 121|  86|  37|  89|Static      | -          |
230|KINGDRA      |WATER/DRAGON     |  48|  84|  85| 125|  98| 100|Plus        | -          |Razor Fang (common), Parlyz Heal (rare)
231|PHANPY       |GROUND           |  72|  39|  65|  22|  63|  70|Lightningrod| -          |
232|DONPHAN      |GROUND           | 106| 121|  81|  29|  94|  70|Swift Swim  | -          |TM83 (rare)
233|PORYGON2     |NORMAL           | 128|  64| 114|  18| 103|  88|Sand Veil   |Quick Feet  |
234|STANTLER     |NORMAL           |  45|  36| 120|  78| 100|  86|Flame Body  | -          |
235|SMEARGLE     |NORMAL           |  21|  33|  69|  14|  50|  65|Run Away    | -          |Insect Plate (common), TM72 (rare)
236|TYROGUE      |FIGHTING         |  35|  36|  23|  39|  41|  36|Minus       |Slow Start  |Splash Plate (common), Ultra Ball (rare)
237|HITMONTOP    |FIGHTING         |  99|  84|  89|  61|  84|  38|Slow Start  | -          |Razor Claw (common), NeverMeltIce (rare)
238|SMOOCHUM     |ICE/PSYCHIC      |  86|  16|  66|  69|  17|  50|Plus        | -          |Heal Ball (common), Lum Berry (rare)
239|ELEKID       |ELECTRIC         |  90|  96|  73|  25|  55|  22|Lightningrod|Drizzle     |TM10 (common), Grip Claw (rare)
240|MAGBY        |FIRE             |  46|  88|  59|  78|  69|  25|Guts        |Speed Boost |
241|MILTANK      |NORMAL           | 102|  45|  95|  37|  94| 117|Keen Eye    |Intimidate  |Escape Rope (100%)
242|BLISSEY      |NORMAL           |  72| 124|  62| 120|  80|  83|Poison Point|Rain Dish   |TM31 (common)
243|RAIKOU       |ELECTRIC         | 135|  56| 181|  23|  54| 131|Flame Body  | -          |Electirizer (rare)
244|ENTEI        |FIRE             | 125|  57| 106| 145|  85|  62|Frisk       |Shield Dust |TM74 (common), Wide Lens (rare)
245|SUICUNE      |WATER            |  49|  13|  37| 215| 117| 149|Damp        | -          |X Attack (rare)
246|LARVITAR     |ROCK/GROUND      |  65|  71|  47|  12|  79|  27|Unaware     | -          |
247|PUPITAR      |ROCK/GROUND      |  65|  77|  80|  89|  80|  19|Keen Eye    |Super Luck  |
248|TYRANITAR    |ROCK/DARK        | 102|  69| 118| 112| 108|  91|Hustle      |Natural Cure|Soothe Bell (common)
249|LUGIA        |PSYCHIC/FLYING   |  71|  31| 142| 120| 145| 170|Limber      |Swarm       |
250|HO-OH        |FIRE/FLYING      | 161|  32| 147| 104| 151|  85|Blaze       |Cute Charm  |Destiny Knot (100%)
251|CELEBI       |PSYCHIC/GRASS    |  25|  57| 152| 126| 116| 124|Stench      | -          |Star Piece (100%)
252|TREECKO      |GRASS            |  31|  46|  73|  71|  66|  23|Filter      | -          |Heart Scale (rare)
253|GROVYLE      |GRASS            |  67|  27|  67|  93|  51| 100|Limber      | -          |TM89 (common)
254|SCEPTILE     |GRASS            |  48| 102| 186|  11| 124|  59|Poison Heal | -          |
255|TORCHIC      |FIRE             |  24|  50|  79|  53|  66|  38|Tangled Feet|Scrappy     |TM18 (common), Antidote (rare)
256|COMBUSKEN    |FIRE/FIGHTING    |  56|  11|  96| 119|  62|  60|Inner Focus |Scrappy     |Cheri Berry (common), Revival Herb (rare)
257|BLAZIKEN     |FIRE/FIGHTING    | 170| 148|  22| 127|  11|  51|Storm Drain |Magma Armor |Razor Fang (rare)
258|MUDKIP       |WATER            |  71|  95|  25|  47|  58|  14|Forewarn    | -          |Dread Plate (common)
259|MARSHTOMP    |WATER/GROUND     |  88|  26|  37| 113| 120|  23|Flash Fire  | -          |White Flute (common), TM26 (rare)
260|SWAMPERT     |WATER/GROUND     |  93|  17| 134|  28| 160| 104|Intimidate  | -          |Hard Stone (common)
261|POOCHYENA    |DARK             |  51|  39|  32|  11|  48|  39|Anger Point |Swarm       |
262|MIGHTYENA    |DARK             | 114|  75|  31|  57|  77|  65|Honey Gather|Color Change|
263|ZIGZAGOON    |NORMAL           |  41|  32|  59|  46|  43|  20|Storm Drain | -          |Quick Powder (common), TM69 (rare)
264|LINOONE      |NORMAL           | 123|  23| 119|  24|  50|  81|Normalize   |Poison Heal |
265|WURMPLE      |BUG              |  59|  12|  46|  20|  36|  23|Hydration   |Simple      |
266|SILCOON      |BUG              |  52|  42|  23|  19|  40|  30|Rain Dish   |Truant      |TM17 (common)
267|BEAUTIFLY    |BUG/FLYING       |  52| 114|  34|  58|  96|  31|Reckless    | -          |TM85 (common)
268|CASCOON      |BUG              |  46|  46|  32|  34|  35|  12|Effect Spore|Super Luck  |
269|DUSTOX       |BUG/POISON       |  65|  67|  86|  23|  84|  59|Honey Gather| -          |Green Shard (common), TM65 (rare)
270|LOTAD        |WATER/GRASS      |  64|  13|  56|  29|  46|  13|Color Change|Trace       |Flame Plate (common), TM63 (rare)
271|LOMBRE       |WATER/GRASS      |  39|  27|  25|  82|  98|  69|Iron Fist   |Water Absorb|Power Lens (common), Muscle Band (rare)
272|LUDICOLO     |WATER/GRASS      |  21| 108|  41| 113|  36| 162|Swarm       | -          |Wave Incense (common)
273|SEEDOT       |GRASS            |  68|  36|  27|  51|  12|  25|Forewarn    | -          |
274|NUZLEAF      |GRASS/DARK       |  34|  77|  33|  67|  94|  35|Serene Grace| -          |
275|SHIFTRY      |GRASS/DARK       |  98|  95|  73|  33|  94|  87|Suction Cups| -          |
276|TAILLOW      |NORMAL/FLYING    |  32|  90|  47|  27|  12|  62|Unburden    |Drought     |
277|SWELLOW      |NORMAL/FLYING    | 110|  77|  83|  76|  26|  58|Own Tempo   | -          |Full Restore (common)
278|WINGULL      |WATER/FLYING     |  34|  50|  66|  14|  87|  20|Volt Absorb |Torrent     |Flame Orb (rare)
279|PELIPPER     |WATER/FLYING     |  96|  64|  82|  85|  25|  78|Pure Power  |Early Bird  |
280|RALTS        |PSYCHIC          |  49|  30|  34|  40|  20|  26|Aftermath   | -          |
281|KIRLIA       |PSYCHIC          |  31|  63|  13|  45|  43|  82|Steadfast   | -          |
282|GARDEVOIR    |PSYCHIC          | 208| 121|  15| 102|  36|  36|Ice Body    |Scrappy     |Light Clay (rare)
283|SURSKIT      |BUG/WATER        |  87|  46|  34|  49|  13|  40|Unaware     |Hyper Cutter|
284|MASQUERAIN   |BUG/FLYING       | 137|  94|  71|  41|  45|  25|Intimidate  |Solar Power |TM75 (rare)
285|SHROOMISH    |GRASS            |  37|  41|  65|  59|  24|  69|Pressure    |Solar Power |Max Elixir (common)
286|BRELOOM      |GRASS/FIGHTING   | 107| 103|  96|  46|  90|  17|Unaware     | -          |
287|SLAKOTH      |NORMAL           |  23|  78|  70|  25|  11|  74|Early Bird  | -          |
288|VIGOROTH     |NORMAL           |  93|  86|  83|  67|  57|  55|Super Luck  |Anger Point |
289|SLAKING      |NORMAL           | 192|  91| 155| 118|  51|  63|Torrent     |Early Bird  |
290|NINCADA      |BUG/GROUND       |  78|  16|  38|  43|  58|  33|Plus        |Iron Fist   |Choice Band (common)
291|NINJASK      |BUG/FLYING       | 151|  20|  24| 136|  88|  37|Rivalry     |Ice Body    |TM49 (100%)
292|SHEDINJA     |BUG/GHOST        |   1|  30|  40|  62|  50|  52|Wonder Guard| -          |Splash Plate (common)
293|WHISMUR      |NORMAL           |  37|  15|  40|  52|  77|  19|Speed Boost | -          |
294|LOUDRED      |NORMAL           |  65|  49|  59|  99|  67|  20|Skill Link  | -          |Quick Powder (common), TM82 (rare)
295|EXPLOUD      |NORMAL           | 117|  66|  45|  81|  75|  97|Limber      |Solar Power |
296|MAKUHITA     |FIGHTING         |  52|  44|  40|  27|  18|  56|Huge Power  | -          |Macho Brace (common), Smooth Rock (rare)
297|HARIYAMA     |FIGHTING         | 134|  45|  55|  92| 122|  27|Cloud Nine  | -          |Power Belt (common)
298|AZURILL      |NORMAL           |  49|  24|  11|  11|  64|  31|Drizzle     | -          |SilverPowder (rare)
299|NOSEPASS     |ROCK             |  61|  69|  65|  27|  65|  89|Trace       |Aftermath   |Shed Shell (rare)
300|SKITTY       |NORMAL           |  45|  43|  36|  53|  35|  48|Solar Power |Serene Grace|NeverMeltIce (100%)
301|DELCATTY     |NORMAL           |  31|  92|  34|  88| 104|  32|Slow Start  |Skill Link  |
302|SABLEYE      |DARK/GHOST       |  32|  20|  17| 108|  58| 145|Forewarn    |Drought     |TM23 (common), Life Orb (rare)
303|MAWILE       |STEEL            |  32|  27| 136|  21| 126|  37|Pressure    | -          |
304|ARON         |STEEL/ROCK       |  53|  42|  54|  16|  43| 121|Sticky Hold |Magma Armor |
305|LAIRON       |STEEL/ROCK       |  79| 127|  96|  74|  16|  39|Minus       | -          |Focus Band (common)
306|AGGRON       |STEEL/ROCK       |  98|  30| 107|  58|  76| 161|Quick Feet  |Rock Head   |
307|MEDITITE     |FIGHTING/PSYCHIC |  72|  19|  56|  28|  56|  49|Battle Armor| -          |
308|MEDICHAM     |FIGHTING/PSYCHIC |  46|  84|  75|  92|  58|  56|Ice Body    |Chlorophyll |Charcoal (rare)
309|ELECTRIKE    |ELECTRIC         |  23|  86|  24|  51|  74|  37|Huge Power  |Anger Point |
310|MANECTRIC    |ELECTRIC         | 143| 110|  45|  33|  55|  89|Drizzle     |Run Away    |
311|PLUSLE       |ELECTRIC         |  78|  84|  31|  45|  78|  88|Shield Dust | -          |
312|MINUN        |ELECTRIC         | 103|  77|  83|  53|  13|  77|Water Veil  |Cute Charm  |X Sp. Def (rare)
313|VOLBEAT      |BUG              |  85|  74|  91|  17|  41|  93|Tinted Lens | -          |
314|ILLUMISE     |BUG              | 106|  48|  34|  93|  30|  89|Pressure    |Levitate    |
315|ROSELIA      |GRASS/POISON     |  63|  77|  70|  53|  58|  80|Snow Warning|Blaze       |NeverMeltIce (common)
316|GULPIN       |POISON           |  64|  55|  53|  57|  45|  28|Intimidate  | -          |
317|SWALOT       |POISON           |  72|  82|  89|  16|  78| 129|Overgrow    |Gluttony    |
318|CARVANHA     |WATER/DARK       |  78|  20|  40|  85|  18|  62|Color Change|Sand Veil   |X Accuracy (rare)
319|SHARPEDO     |WATER/DARK       | 113|  31| 113|  99|  58|  46|Flame Body  |Filter      |X Defend (common), TM87 (rare)
320|WAILMER      |WATER            |  60|  46|  75|  82|  72|  65|Super Luck  |Immunity    |Super Potion (common), Fist Plate (rare)
321|WAILORD      |WATER            |  99|  88|  99|  94|  49|  71|Clear Body  |Water Veil  |Aspear Berry (rare)
322|NUMEL        |FIRE/GROUND      |  72|  54|  13|  13|  80|  74|Anticipation|Adaptability|Old Gateau (100%)
323|CAMERUPT     |FIRE/GROUND      |  71|  40| 189|  66|  27|  68|Technician  | -          |Nugget (100%)
324|TORKOAL      |FIRE             | 108| 142| 100|  24|  19|  76|Leaf Guard  |Serene Grace|Damp Rock (rare)
325|SPOINK       |PSYCHIC          |  38|  75|  22|  37|  87|  71|Air Lock    | -          |TM66 (common)
326|GRUMPIG      |PSYCHIC          |  91|  70|  22| 116| 103|  68|Hustle      | -          |
327|SPINDA       |NORMAL           | 112| 114|  16|  45|  62|  12|Poison Heal |Water Veil  |Max Revive (common)
328|TRAPINCH     |GROUND           |  43|  33|  55|  36|  68|  56|Klutz       |Shield Dust |
329|VIBRAVA      |GROUND/DRAGON    |  63|  53|  42|  65|  35|  83|Intimidate  |Truant      |
330|FLYGON       |GROUND/DRAGON    |  41| 112|  58|  43| 185|  81|Unaware     |Serene Grace|
331|CACNEA       |GRASS            |  33|  91|  45|  21|  65|  80|Trace       | -          |TM91 (common)
332|CACTURNE     |GRASS/DARK       |  73| 123|  40|  95|  80|  64|Immunity    | -          |Sticky Barb (rare)
333|SWABLU       |NORMAL/FLYING    |  99|  24|  11|  87|  38|  51|Water Veil  |Mold Breaker|
334|ALTARIA      |DRAGON/FLYING    |  99| 126|  73|  20| 107|  65|Compoundeyes|Liquid Ooze |
335|ZANGOOSE     |NORMAL           |  99|  93|  50| 104|  76|  35|Dry Skin    | -          |TM54 (common), TM36 (rare)
336|SEVIPER      |POISON           |  62|  90|  81|  43|  98|  84|Steadfast   |Tangled Feet|Mystic Water (common)
337|LUNATONE     |ROCK/PSYCHIC     | 102|  87| 100|  62|  73|  16|Rivalry     |Limber      |Power Band (common)
338|SOLROCK      |ROCK/PSYCHIC     |  80| 105|  54|  35|  58| 108|Compoundeyes| -          |TM32 (rare)
339|BARBOACH     |WATER/GROUND     |  46|  68|  37|  59|  47|  31|Super Luck  |Sand Veil   |TM79 (100%)
340|WHISCASH     |WATER/GROUND     | 141| 124|  78|  73|  30|  22|Volt Absorb |Blaze       |
341|CORPHISH     |WATER            |  66|  54|  57|  53|  31|  47|Clear Body  | -          |
342|CRAWDAUNT    |WATER/DARK       |  58| 113|  81|  17| 112|  86|Unaware     | -          |
343|BALTOY       |GROUND/PSYCHIC   |  67|  11|  63| 108|  27|  25|Poison Heal |Pure Power  |
344|CLAYDOL      |GROUND/PSYCHIC   |  71| 101| 100| 100|  22| 106|Normalize   | -          |
345|LILEEP       |ROCK/GRASS       |  82|  92|  67|  24|  16|  73|Color Change| -          |Chesto Berry (common), Magmarizer (rare)
346|CRADILY      |ROCK/GRASS       | 103|  97|  19|  91|  86|  99|Mold Breaker|Oblivious   |Cherish Ball (common)
347|ANORITH      |ROCK/BUG         |  89|  41|  66|  41|  52|  66|Sand Stream |Stall       |Zinc (rare)
348|ARMALDO      |ROCK/BUG         | 160|  43|  56|  95|  15| 126|Dry Skin    | -          |TM09 (common), Cheri Berry (rare)
349|FEEBAS       |WATER            |  45|  25|  32|  38|  31|  29|Sturdy      | -          |
350|MILOTIC      |WATER            |  95|  31|  94| 202|  49|  69|Sand Veil   | -          |Quick Powder (rare)
351|CASTFORM     |NORMAL           |  89|  37|  97|  95|  76|  26|Gluttony    | -          |Dread Plate (100%)
