Randomizer Version: 4.5.1-HAL
Random Seed: 267551420360210
Settings String: 320WRECAgKXAJoAnQCRAAKjJGkECQEACQACCQASEgAAAAAADAiI5AHkRAAICTIGBQLKAHEAFlBva2Vtb24gU291bFNpbHZlciAoVSnkkKFMusobtQ==

--Randomized Evolutions--
BULBASAUR       -> CRESSELIA      
156|QUILAVA      |FIGHTING/FLYING  | 109| 159|  27|  16| 134|  49|Ice Body    | -          |MID |Zap Plate (rare)
157|TYPHLOSION   |POISON/GRASS     |  35|  74|  59| 127| 119| 139|Intimidate  |Adaptability|FULL|Timer Ball (100%)
158|TOTODILE     |FIGHTING         |  82|  82|  41|  88| 155|  88|Snow Cloak  |Sturdy      |MID |TM60 (common), TM88 (rare)
159|CROCONAW     |GROUND/STEEL     |  61|  32|  49|  91|  10|  65|Shadow Tag  |Lightningrod|MID |Splash Plate (rare)
160|FERALIGATR   |ICE/POISON       |  94|  27|  39| 121| 175|  46|Cute Charm  |Shell Armor |FULL|
161|SENTRET      |DRAGON/NORMAL    |  66| 111|  70| 121|  73|  59|Sand Veil   | -          |BASE|Everstone (common)
162|FURRET       |BUG/GROUND       |  70|  11|  13| 156|  14| 135|Simple      | -          |FULL|
163|HOOTHOOT     |DARK/GHOST       |  81|  29|  92|  45|  47|  33|Swift Swim  | -          |MID |Kasib Berry (common)
164|NOCTOWL      |FLYING           |  59|  73|  99|  88| 152|  50|Sticky Hold | -          |FULL|
165|LEDYBA       |FLYING/BUG       |  20|  10|  83|  92|  10|  85|Cloud Nine  |Sand Stream |MID |
166|LEDIAN       |FLYING           |  59|  85| 132| 120|  66|  64|Sniper      |Damp        |FULL|TM30 (rare)
167|SPINARAK     |FIGHTING         | 135|  13|  95|  58|  71| 126|Motor Drive |Simple      |BASE|TM69 (100%)
168|ARIADOS      |ROCK/FIRE        | 126|  73|  16| 108|  68|  69|Bad Dreams  | -          |FULL|Oval Stone (common), TM39 (rare)
169|CROBAT       |POISON/GHOST     |  32|  10| 121|  62| 109| 121|Stench      | -          |FULL|Chople Berry (common), Nanab Berry (rare)
170|CHINCHOU     |STEEL            |  20|  30|  83|  43|  30|  57|White Smoke | -          |BASE|
171|LANTURN      |ROCK             |  63| 137|  59|  58|  15|  83|Blaze       | -          |FULL|Water Stone (common), Wepear Berry (rare)
172|PICHU        |STEEL/ROCK       |  20| 116| 135| 121|  80|  20|Normalize   | -          |MID |
173|CLEFFA       |ICE/POISON       | 124| 135|  87| 111|  11|  28|Stench      |Huge Power  |MID |
174|IGGLYBUFF    |GRASS/FIGHTING   |  68| 118|  41|  95|  60|  85|Illuminate  |Clear Body  |BASE|
175|TOGEPI       |DARK             |  68|  15|  19|  48|  70|  63|Iron Fist   |Early Bird  |BASE|
176|TOGETIC      |FLYING/PSYCHIC   | 195|  24|  17|  70|  82|  98|Magnet Pull |Vital Spirit|MID |Sun Stone (common), TM67 (rare)
177|NATU         |ICE/BUG          |  59|  48|  33|  31|  39|  46|Sturdy      | -          |BASE|
178|XATU         |DARK             |  29|  60| 111|  10| 110| 105|Magnet Pull |Unaware     |FULL|
179|MAREEP       |DRAGON/DARK      |  54|  38|  44|  15|  37|  55|Water Veil  | -          |BASE|
180|FLAAFFY      |BUG/DRAGON       |  23|  40|  70|  30|  41|  67|Effect Spore| -          |BASE|
181|AMPHAROS     |POISON           | 124|  78| 142|  81|  27|  25|Ice Body    |Rain Dish   |FULL|
182|BELLOSSOM    |ELECTRIC/GROUND  |  29| 104|  21| 102| 104|  79|Rivalry     |Flash Fire  |FULL|TM32 (common), Revive (rare)
183|MARILL       |PSYCHIC/GROUND   |  98|  20|  67|  92|  84|  75|Shield Dust | -          |BASE|Calcium (100%)
184|AZUMARILL    |FIRE             | 138|  58|  94|  95|  70|  47|Iron Fist   |Dry Skin    |FULL|Micle Berry (common), TM56 (rare)
185|SUDOWOODO    |DARK             | 183|  85| 127|  58|  98|  69|Simple      | -          |FULL|
186|POLITOED     |DRAGON           | 100|  50| 135|  20|  29| 139|Magma Armor | -          |FULL|
187|HOPPIP       |ELECTRIC         |  77|  13|  68|  82|  84|  77|Minus       | -          |MID |
188|SKIPLOOM     |STEEL/GROUND     |  30|  43|  62|  62|  62|  14|Lightningrod|Cloud Nine  |BASE|
189|JUMPLUFF     |NORMAL           | 149| 137|  70|  78|  78|  86|Suction Cups| -          |FULL|
190|AIPOM        |POISON/DARK      |  78|  38|  50|  43|  41|  21|Adaptability|Oblivious   |BASE|
191|SUNKERN      |GHOST            |  71|  56|  15|  66|  18| 110|Natural Cure|Magic Guard |BASE|
192|SUNFLORA     |POISON/ICE       |  43|  62| 124|  37| 116|  17|Anticipation| -          |FULL|Red Flute (common), TM48 (rare)
193|YANMA        |GHOST            |  86|  84|  37|  91|  15|  70|Flame Body  |Speed Boost |MID |Red Flute (common)
194|WOOPER       |GHOST            |  65|  42|  11|  16|  35|  51|Sturdy      |Minus       |BASE|Tamato Berry (common), Zoom Lens (rare)
195|QUAGSIRE     |GROUND/BUG       | 131|  51|  16|  81| 117|  82|Technician  | -          |FULL|Heart Scale (common)
196|ESPEON       |WATER/POISON     |  95|  87|  56|  84|  14| 101|Speed Boost | -          |FULL|TM57 (rare)
197|UMBREON      |NORMAL/DRAGON    |  48|  44|  48| 112| 143|  62|Unaware     | -          |FULL|Apicot Berry (common)
198|MURKROW      |ICE              |  44|  27|  26|  68|  43|  47|Marvel Scale|Stench      |BASE|Dusk Stone (rare)
199|SLOWKING     |DRAGON           |  20| 136|  25|  73|  98|  69|Sand Stream |Iron Fist   |FULL|X Defend (common)
200|MISDREAVUS   |POISON           |  53|  82|  27|  12|  79|  68|Ice Body    | -          |MID |
201|UNOWN        |FIGHTING/ROCK    | 118| 117|  20| 109|  90| 118|Effect Spore|Volt Absorb |FULL|Green Scarf (common)
202|WOBBUFFET    |FIGHTING         |  54| 112|  81|  16|  70| 109|Storm Drain | -          |FULL|
203|GIRAFARIG    |GRASS            |  21| 209|  22|  35| 209| 214|Intimidate  | -          |FULL|
204|PINECO       |BUG              |  36|  81| 108| 123|  37|  41|Steadfast   |Insomnia    |MID |Charcoal (common), TM72 (rare)
205|FORRETRESS   |WATER/POISON     |  76|  43| 154|  41|  86|  14|Stall       |Drizzle     |FULL|Soul Dew (rare)
206|DUNSPARCE    |FIRE/WATER       | 146| 133| 121| 255| 157|  53|Sand Stream |Volt Absorb |FULL|
207|GLIGAR       |GRASS/WATER      |  41|  81|  91|  31|  50|  93|No Guard    | -          |MID |
208|STEELIX      |FIRE             |  94|  54|  12| 108|  74| 153|Shell Armor |Anger Point |FULL|Root Fossil (common)
209|SNUBBULL     |FLYING/ICE       |  84|  77|  63|  69|  39|  34|Soundproof  |Liquid Ooze |MID |Sun Stone (rare)
210|GRANBULL     |GHOST/PSYCHIC    |  25| 119|  70| 119| 121| 110|Effect Spore| -          |FULL|
211|QWILFISH     |FIRE/FLYING      | 176| 148| 158| 160| 113|  17|Forewarn    |Magma Armor |FULL|SilverPowder (rare)
212|SCIZOR       |DRAGON           |  65| 139|  76|  90|  54|  23|Volt Absorb |Water Veil  |FULL|Space Mail (common)
213|SHUCKLE      |ROCK             |  91| 109|  76|  78|  34|  56|Gluttony    | -          |FULL|TM35 (100%)
214|HERACROSS    |FIGHTING/DARK    |  68|  16| 153| 129|  18| 177|Limber      | -          |FULL|
215|SNEASEL      |DRAGON/ROCK      |  63| 113|  39|  15|  28|  20|Arena Trap  |Sturdy      |BASE|
216|TEDDIURSA    |DRAGON/FIRE      | 122|  45|  68|  10|  83| 124|Simple      | -          |BASE|
217|URSARING     |DARK             |  20|  87|  63|  62|  64| 115|Storm Drain |Limber      |FULL|
218|SLUGMA       |BUG/GHOST        |  53|  59|  70|  58|  73|  69|Levitate    |No Guard    |BASE|Sky Plate (rare)
219|MAGCARGO     |ROCK/GHOST       |  84|  52| 164| 108| 143|  59|Swift Swim  |Tinted Lens |FULL|
220|SWINUB       |GHOST            |  40| 122|  86|  90|  61|  25|Suction Cups|Sturdy      |MID |Salac Berry (common)
221|PILOSWINE    |GROUND           |  20|  49|  73|  73|  35|  88|Reckless    |Pure Power  |BASE|White Herb (common)
222|CORSOLA      |GHOST            | 107|  79| 101| 108|  65|  12|Reckless    |Cloud Nine  |FULL|
223|REMORAID     |GROUND/GHOST     |  20| 197|  59|  14|  21|  26|Hyper Cutter| -          |MID |Amulet Coin (common)
224|OCTILLERY    |GRASS            | 112| 111|  64|  62| 116|  12|Blaze       |Snow Warning|FULL|
225|DELIBIRD     |NORMAL           |  79|  67|  87| 101|  70|  81|Natural Cure| -          |FULL|Lum Berry (common), Full Heal (rare)
226|MANTINE      |DRAGON           |  88|  48|  75|  24|  98|  98|Speed Boost | -          |FULL|Rock Incense (common)
227|SKARMORY     |POISON           |  49| 136|  93| 122|  22| 141|Limber      |Synchronize |FULL|
228|HOUNDOUR     |ICE/FIRE         |  59|  59|  71|  61|  54|  51|Ice Body    | -          |BASE|Power Lens (common)
229|HOUNDOOM     |POISON           |  88| 141| 185|  68|  29|  21|Water Absorb|Dry Skin    |FULL|Growth Mulch (common)
230|KINGDRA      |FLYING           |  97| 111| 133| 114|  59| 107|Guts        | -          |FULL|
231|PHANPY       |GRASS/GHOST      |  60|  27|  44|  42|  41|  67|Huge Power  |Honey Gather|BASE|
232|DONPHAN      |STEEL            | 131|  47|  80|  86| 110|  91|Rough Skin  | -          |FULL|Yellow Scarf (common), TM42 (rare)
233|PORYGON2     |POISON/GROUND    |  67|  90|  55|  11|  23|  31|Motor Drive |Stench      |BASE|
234|STANTLER     |NORMAL/PSYCHIC   | 117| 109| 108|  15| 147|  36|Storm Drain |Volt Absorb |FULL|TM25 (common)
235|SMEARGLE     |POISON/ICE       |  91| 101|  62|  74| 117|  84|Aftermath   |Compoundeyes|FULL|TM77 (common)
236|TYROGUE      |FLYING/DARK      |  64|  57|  12|  10|  42|  17|Motor Drive | -          |BASE|
237|HITMONTOP    |DRAGON           |  81|  38|  76| 126|  47| 123|Own Tempo   |Poison Heal |FULL|
238|SMOOCHUM     |GROUND/PSYCHIC   |  55|  39|  48|  40|  22|  36|Shed Skin   | -          |BASE|TM15 (100%)
239|ELEKID       |ELECTRIC/DARK    |  50|  29|  21|  11|  64| 108|No Guard    | -          |BASE|TM53 (common)
240|MAGBY        |WATER            |  20|  10|  68|  42|  28|  79|Honey Gather| -          |BASE|
241|MILTANK      |DARK/GHOST       |  92| 150|  45|  73|  61| 112|Pickup      | -          |FULL|Micle Berry (100%)
242|BLISSEY      |WATER            | 118|  22| 102|  99| 113| 102|Magma Armor |Plus        |FULL|Zinc (common)
243|RAIKOU       |GROUND/POISON    |  60|  73| 141|  97|  23|  57|White Smoke |Synchronize |FULL|TM83 (rare)
244|ENTEI        |FLYING/ROCK      |  28|  20|  67|  62| 119| 111|Adaptability|Guts        |FULL|Heart Mail (rare)
245|SUICUNE      |ELECTRIC/GHOST   | 113|  41|  10| 108| 113|  30|Cute Charm  | -          |FULL|Poison Barb (rare)
246|LARVITAR     |NORMAL           |  66|  67|  50|  10|  10|  65|Forewarn    |Shed Skin   |BASE|
247|PUPITAR      |POISON/GRASS     | 133|  61|  12|  91|  90|  70|Quick Feet  | -          |MID |Mago Berry (100%)
248|TYRANITAR    |GHOST            |  90|  93|  82|  24|  72|  63|Overgrow    |Motor Drive |FULL|
249|LUGIA        |DARK/PSYCHIC     | 123| 173|  25|  15| 193| 124|Mold Breaker| -          |FULL|
250|HO-OH        |GRASS/DRAGON     | 151|  14|  84|  15| 143| 162|Oblivious   |Color Change|FULL|Timer Ball (100%)
251|CELEBI       |GROUND/ICE       | 107|  20|  96| 122|  53|  59|Aftermath   | -          |FULL|DeepSeaTooth (100%)
252|TREECKO      |FIRE             |  23| 132|  19| 135|  58|  19|Iron Fist   | -          |BASE|Grass Mail (rare)
253|GROVYLE      |PSYCHIC          | 128|  13|  22| 124|  47|  13|Torrent     |Arena Trap  |MID |
254|SCEPTILE     |FIRE             |  66|  95|  28|  38| 116| 109|Slow Start  |Sand Veil   |FULL|Timer Ball (rare)
255|TORCHIC      |GHOST            |  49|  60|  71|  99|  64|  62|Honey Gather|Natural Cure|BASE|Persim Berry (rare)
256|COMBUSKEN    |NORMAL           |  91|  19|  85|  80|  75|  11|Truant      | -          |BASE|Coba Berry (common), Durin Berry (rare)
257|BLAZIKEN     |NORMAL           |  56| 103| 118|  14|  26| 133|Limber      | -          |FULL|
258|MUDKIP       |FIRE             |  47|  38|  43|  20|  12|  47|Suction Cups| -          |BASE|Custap Berry (rare)
259|MARSHTOMP    |GHOST/FIGHTING   |  68|  69|  40|  55|  38|  25|Scrappy     |Sand Veil   |BASE|
260|SWAMPERT     |GRASS            | 108|  38|  50|  97| 133|  49|Bad Dreams  |Motor Drive |FULL|TM07 (common), TM55 (rare)
261|POOCHYENA    |ELECTRIC/GRASS   |  20|  57|  52|  10|  53|  57|Water Absorb|Storm Drain |BASE|
262|MIGHTYENA    |ELECTRIC         | 131| 124|  43|  32| 119|  98|Color Change|Slow Start  |FULL|
263|ZIGZAGOON    |STEEL            |  20|  92|  27| 126|  17|  23|Hyper Cutter|Effect Spore|MID |
264|LINOONE      |FIGHTING         |  76|  68|  85|  84|  73| 116|Poison Heal |Filter      |FULL|
265|WURMPLE      |GRASS/GHOST      |  38|  12|  37|  54|  34|  42|Stall       |Frisk       |BASE|
266|SILCOON      |ROCK             |  80|  56|  55|  57|  92|  52|Magic Guard | -          |MID |Kebia Berry (rare)
267|BEAUTIFLY    |ELECTRIC         |  84| 149|  32| 138|  79| 159|Lightningrod| -          |FULL|Armor Fossil (rare)
268|CASCOON      |ROCK/POISON      |  41|  60|  42|  21|  71|  64|Solid Rock  | -          |BASE|
269|DUSTOX       |FIRE             |  59|  27|  73| 115|  28| 139|Ice Body    | -          |FULL|
270|LOTAD        |POISON           | 125|  80|  76|  16|  28|  85|Run Away    |Limber      |MID |
271|LOMBRE       |WATER/GRASS      |  32|  75|  22| 123|  68|  74|Rough Skin  |Slow Start  |MID |
272|LUDICOLO     |GHOST/GRASS      |  20|  73|  94| 101|  70|  99|Solid Rock  |No Guard    |FULL|
273|SEEDOT       |DARK             |  84|  84|  87|  29|  95|  29|Pure Power  |Speed Boost |BASE|TM69 (common), TM75 (rare)
274|NUZLEAF      |DARK/NORMAL      |  44|  10|  45|  86|  71|  44|Sniper      |Poison Heal |MID |Sky Plate (common), HP Up (rare)
275|SHIFTRY      |ELECTRIC/GROUND  | 128|  23|  84|  84|  57| 105|Rivalry     | -          |FULL|Focus Sash (rare)
276|TAILLOW      |GROUND           |  55|  33|  78|  52| 110|  10|Huge Power  | -          |BASE|Heal Ball (common)
277|SWELLOW      |WATER/GHOST      |  77| 129|  46|  35|  58|  29|Storm Drain | -          |FULL|
278|WINGULL      |FIRE/FLYING      |  61|  45|  61|  60|  62|  53|Oblivious   | -          |MID |Potion (common)
279|PELIPPER     |GHOST/FIGHTING   |  54| 130| 117| 125|  31|  64|Liquid Ooze |Soundproof  |FULL|
280|RALTS        |GRASS/ELECTRIC   |  95|  86|  10|  25|  60|  92|Synchronize | -          |MID |
281|KIRLIA       |DARK             |  72|  66|  45|  12|  77|  45|Vital Spirit| -          |MID |Power Band (common), Jaboca Berry (rare)
282|GARDEVOIR    |ICE/POISON       |  92| 226|  74|  24|  26|  70|Early Bird  | -          |FULL|Iapapa Berry (common), TM53 (rare)
283|SURSKIT      |DRAGON           |  58|  38|  59|  17|  66|  14|Download    | -          |BASE|
284|MASQUERAIN   |STEEL            | 152|  76|  11| 130|  87|  12|Air Lock    | -          |FULL|
285|SHROOMISH    |ELECTRIC/DARK    |  68|  12|  40|  80|  37|  76|Leaf Guard  | -          |BASE|
286|BRELOOM      |WATER/DARK       | 127|  70|  70|  95|  41| 115|Chlorophyll |Solar Power |FULL|TM74 (common), Tanga Berry (rare)
287|SLAKOTH      |PSYCHIC/GROUND   |  48|  59|  41|  15|  20|  76|Volt Absorb | -          |BASE|NeverMeltIce (common), Haban Berry (rare)
288|VIGOROTH     |POISON           |  20|  51|  86|  86|  83|  12|Chlorophyll |Pickup      |MID |Lustrous Orb (rare)
289|SLAKING      |FIRE             |  27|  67| 116|  66|  79|  91|Normalize   |Clear Body  |FULL|
290|NINCADA      |GRASS            |  74|  66|  28|  89|  96|  49|Compoundeyes| -          |BASE|
291|NINJASK      |WATER            | 170|  91|  82| 102|  72|  35|Mold Breaker|Shield Dust |FULL|
292|SHEDINJA     |ICE              |   1|  76| 129| 100|  46|  82|Wonder Guard| -          |FULL|
293|WHISMUR      |POISON           |  20| 160|  53|  11| 159| 144|Swift Swim  | -          |MID |
294|LOUDRED      |PSYCHIC          |  57|  95|  94| 100|  64|  75|Suction Cups|Early Bird  |MID |
295|EXPLOUD      |DRAGON/STEEL     | 147| 140| 139|  56|  17|  58|Levitate    | -          |FULL|Net Ball (common), Old Amber (rare)
296|MAKUHITA     |ICE/NORMAL       | 137| 136|  40|  26|  71|  59|Sand Stream |Motor Drive |BASE|TM43 (common), TM08 (rare)
297|HARIYAMA     |ROCK/DRAGON      |  50|  82|  78|  77|  75|  75|Liquid Ooze | -          |FULL|TM20 (rare)
298|AZURILL      |POISON           |  74|  14|  82|  64|  25|  73|Stench      | -          |BASE|Rabuta Berry (common)
299|NOSEPASS     |FIRE             |  51|  58|  56|  79|  15|  45|Leaf Guard  |Liquid Ooze |BASE|Sharp Beak (common)
300|SKITTY       |PSYCHIC          |  55|  10|  36|  82|  44|  79|Water Absorb|Water Veil  |MID |
301|DELCATTY     |GHOST/BUG        | 143|  43|  18|  77| 112|  24|Swift Swim  | -          |FULL|Flame Orb (common), TM40 (rare)
302|SABLEYE      |GRASS/ROCK       |  41|  77| 126|  76|  84|  72|Truant      |Battle Armor|FULL|TM32 (common), Zinc (rare)
303|MAWILE       |GROUND/BUG       |  60|  50| 170|  67|  68|  92|Water Absorb| -          |FULL|
304|ARON         |GRASS            |  46|  44|  33|  51|  75|  20|Rough Skin  |Illuminate  |BASE|Muscle Band (rare)
305|LAIRON       |BUG/FLYING       |  97|  56|  55|  88|  70| 122|Steadfast   | -          |BASE|
306|AGGRON       |GRASS            | 114| 128|  21|  64|  77|  25|Stench      | -          |FULL|
307|MEDITITE     |FIRE/GROUND      |  36| 152|  56| 149|  98|  12|Marvel Scale|Poison Point|MID |
308|MEDICHAM     |GHOST            | 183| 118|  49|  50|  25|  44|Early Bird  |Damp        |FULL|
309|ELECTRIKE    |ROCK/FLYING      |  28|  57|  83|  52|  73|  14|Quick Feet  | -          |MID |Lansat Berry (common)
310|MANECTRIC    |STEEL            |  74|  64| 112|  38|  68|  71|Klutz       | -          |FULL|Charcoal (common)
311|PLUSLE       |FIGHTING/GHOST   | 115|  70|  64|  42|  69|  66|Technician  |Snow Warning|FULL|Scope Lens (common), Babiri Berry (rare)
312|MINUN        |ELECTRIC/FLYING  | 126| 113|  80|  87| 126|  71|Levitate    | -          |FULL|
313|VOLBEAT      |ICE/GHOST        | 132| 131| 128|  10|  83|  16|Soundproof  | -          |FULL|
314|ILLUMISE     |DARK/ELECTRIC    |  56|  74| 103|  19| 119|  62|Speed Boost |Slow Start  |FULL|Wise Glasses (100%)
315|ROSELIA      |ICE              |  33|  23|  58|  80| 109|  91|Pure Power  | -          |BASE|
316|GULPIN       |FLYING/ICE       |  77|  82|  10|  23|  31|  17|Magnet Pull | -          |BASE|
317|SWALOT       |GROUND           |  90|  85|  72|  92|  69|  81|Skill Link  |Storm Drain |FULL|
318|CARVANHA     |GHOST            |  77|  63| 169|  54|  16|  23|Chlorophyll | -          |BASE|Nomel Berry (rare)
319|SHARPEDO     |FIRE             | 176|  31| 155|  58|  16|  90|Mold Breaker|Shadow Tag  |FULL|
320|WAILMER      |BUG/NORMAL       |  70|  78|  30|  21|  77|  59|Oblivious   | -          |BASE|
321|WAILORD      |PSYCHIC/DARK     |  48| 136|  90|  54|  80|  87|Water Veil  | -          |FULL|Max Revive (rare)
322|NUMEL        |ROCK/GRASS       |  53|  28|  67|  83|  45|  70|Heatproof   | -          |MID |Silk Scarf (100%)
323|CAMERUPT     |DARK             | 106| 115|  71| 114|  94|  46|Poison Point|Intimidate  |FULL|TM52 (100%)
324|TORKOAL      |ELECTRIC/NORMAL  |  77| 103|  11| 130|  95|  42|Sturdy      | -          |FULL|Reaper Cloth (common), Dread Plate (rare)
325|SPOINK       |ICE              |  20|  53|  56|  87|  23| 185|Synchronize |Rivalry     |MID |Iron Ball (common), Berry Juice (rare)
326|GRUMPIG      |FIRE/GHOST       | 139|  86|  17|  88|  89|  51|Run Away    |Anticipation|FULL|Water Stone (common)
327|SPINDA       |WATER/DARK       | 159|  75|  63|  83| 157|  15|Magic Guard |Damp        |FULL|
328|TRAPINCH     |DARK/FIRE        |  20|  71|  16|  25|  72|  29|Chlorophyll | -          |BASE|Max Potion (rare)
329|VIBRAVA      |DRAGON/ROCK      |  39|  48|  49|  33|  17|  40|Speed Boost |Synchronize |BASE|
330|FLYGON       |GHOST/WATER      |  53|  45|  67|  30|  99| 106|Natural Cure|Static      |FULL|Iron (common), TM24 (rare)
331|CACNEA       |DARK/PSYCHIC     |  54|  59|  54|  28|  71| 101|Poison Point|Tangled Feet|MID |Qualot Berry (rare)
332|CACTURNE     |ROCK             |  30|  87| 122|  93|  16| 112|Iron Fist   | -          |FULL|Fluffy Tail (common)
333|SWABLU       |ELECTRIC         |  46|  51|  35|  48|  61|  51|Drought     | -          |BASE|TM14 (100%)
